engine_size,horsepower,mileage,age,brand_score,price,expensive
1.12,103.0,34.8,9,5.61,11795.58,0
5.85,377.0,49.6,12,5.14,90532.81,1
5.05,419.0,47.1,14,1.14,81456.92,1
4.76,430.0,32.9,6,5.87,86048.08,1
4.8,328.0,43.9,4,3.91,70107.46,1
2.95,287.0,46.7,5,6.49,58859.62,0
4.76,391.0,10.3,5,8.72,100811.92,1
2.93,250.0,34.6,19,4.47,42236.02,0
5.49,407.0,15.2,5,6.32,98870.48,1
1.89,172.0,40.8,19,1.77,24929.2,0
2.46,207.0,22.0,17,1.98,41244.12,0
3.76,364.0,19.2,4,1.94,82882.23,1
2.6,206.0,35.1,18,8.09,53612.08,0
3.12,263.0,49.5,0,3.9,54801.26,0
3.46,287.0,15.3,14,6.88,61383.36,1
5.28,439.0,42.3,7,7.3,107431.84,1
3.62,321.0,32.6,13,9.9,69655.29,1
2.81,180.0,11.6,12,8.91,49009.59,0
2.24,188.0,19.0,14,9.97,45016.45,0
3.04,233.0,35.0,3,6.6,54999.78,0
3.58,279.0,26.4,4,5.17,52301.91,0
4.73,366.0,21.3,14,8.14,83331.48,1
1.61,104.0,21.1,12,3.21,19179.04,0
2.11,128.0,20.7,3,2.13,31229.82,0
2.9,186.0,34.2,13,9.77,39502.94,0
2.8,217.0,39.5,12,2.37,35784.92,0
2.96,222.0,27.9,7,3.9,50285.97,0
4.97,326.0,33.1,14,4.34,66385.52,1
2.62,233.0,43.8,6,5.94,57614.96,0
3.51,311.0,48.3,16,7.79,63568.47,1
4.12,397.0,14.1,18,4.39,84698.08,1
2.16,203.0,12.4,12,7.36,52434.87,0
4.59,427.0,12.2,14,6.13,99773.53,1
3.74,344.0,33.5,5,8.55,84759.19,1
3.23,308.0,11.4,12,1.2,60761.17,1
5.05,407.0,23.7,12,5.1,93412.38,1
2.22,140.0,43.9,12,2.03,30786.61,0
5.42,448.0,14.4,0,1.62,103851.7,1
3.81,358.0,46.6,2,9.44,77341.45,1
4.05,258.0,28.3,11,7.78,54337.72,0
5.38,499.0,34.6,19,3.47,102587.61,1
5.09,333.0,47.2,17,1.79,69788.82,1
4.01,245.0,21.1,3,9.56,58851.53,0
4.77,420.0,48.1,14,9.44,88298.98,1
3.17,272.0,45.7,3,2.49,63569.6,1
3.74,356.0,42.3,11,8.4,85842.58,1
1.31,113.0,10.3,0,9.22,21712.58,0
1.45,102.0,37.2,14,6.27,17016.35,0
5.15,499.0,42.3,16,4.47,101066.91,1
1.3,125.0,25.7,11,8.18,20615.25,0
1.85,181.0,49.8,15,4.21,22541.74,0
4.98,446.0,18.0,17,1.07,92983.02,1
1.01,96.0,42.8,15,6.59,11331.05,0
2.41,168.0,32.7,7,8.52,38130.99,0
3.92,327.0,28.2,6,9.51,72011.2,1
3.98,281.0,41.0,9,7.4,59098.38,0
4.89,357.0,18.0,0,5.89,93532.34,1
3.53,329.0,17.7,4,1.09,72913.09,1
3.55,314.0,27.5,4,3.46,62926.84,1
4.63,449.0,37.2,5,4.91,96342.79,1
3.49,319.0,37.5,6,9.71,71987.71,1
4.04,289.0,13.3,8,2.16,67053.52,1
5.49,523.0,25.2,12,1.34,101171.95,1
3.01,190.0,10.8,5,2.93,42868.7,0
2.93,185.0,35.0,3,4.76,45727.01,0
1.02,72.0,25.5,13,7.12,13063.62,0
4.07,375.0,34.9,15,3.42,76337.68,1
1.15,112.0,15.4,16,4.85,22685.01,0
3.52,302.0,36.8,10,3.89,64022.53,1
5.02,488.0,29.6,8,8.0,106708.21,1
3.75,315.0,43.6,12,9.89,64638.71,1
2.35,229.0,40.9,4,8.87,50653.04,0
4.93,379.0,48.5,17,3.85,82738.88,1
2.35,232.0,22.4,16,1.28,37285.07,0
4.67,320.0,44.4,4,6.97,68383.59,1
4.05,281.0,42.5,0,9.49,75464.05,1
1.85,129.0,13.1,14,1.78,28712.53,0
5.53,369.0,35.9,15,3.78,79058.8,1
2.0,161.0,16.0,6,9.82,43214.46,0
5.95,486.0,37.1,16,1.3,101348.64,1
1.04,95.0,47.1,9,8.26,12267.22,0
2.32,168.0,16.8,16,3.42,21445.68,0
2.0,193.0,17.8,7,6.3,44705.58,0
1.07,100.0,30.5,15,7.18,18982.47,0
4.66,419.0,17.9,10,6.38,93796.13,1
4.47,444.0,35.2,16,6.99,94479.32,1
4.96,303.0,21.1,15,1.45,64546.72,1
2.28,227.0,40.6,13,4.92,41950.67,0
3.22,223.0,39.2,3,4.57,47435.27,0
4.3,265.0,33.8,8,7.66,60218.77,1
3.2,249.0,29.4,6,9.66,59728.68,0
4.49,393.0,41.7,3,2.06,75946.08,1
4.17,299.0,11.5,6,2.48,72191.47,1
1.57,122.0,31.7,15,2.38,11513.27,0
4.91,341.0,49.5,4,9.92,79744.32,1
4.6,276.0,36.7,12,8.67,66086.01,1
4.28,410.0,12.8,7,6.16,96604.35,1
1.78,133.0,31.3,9,5.56,27470.56,0
2.34,154.0,19.6,11,4.99,31749.91,0
2.97,224.0,42.1,3,2.68,51615.86,0
2.4,145.0,26.3,14,1.48,25175.39,0
2.14,135.0,43.2,3,3.04,33014.84,0
5.03,414.0,14.9,11,5.89,93443.61,1
4.19,289.0,20.2,13,3.05,65045.19,1
3.83,330.0,41.4,18,6.37,67484.43,1
2.13,166.0,18.8,17,9.81,34410.31,0
5.59,351.0,29.9,12,3.41,85959.92,1
1.96,159.0,40.5,13,8.18,22973.34,0
4.97,424.0,15.5,4,3.6,98905.58,1
5.83,480.0,16.4,1,2.68,111215.21,1
4.64,326.0,28.6,0,4.63,82935.37,1
5.96,364.0,32.3,17,5.52,76867.02,1
4.26,327.0,17.9,1,5.72,82937.7,1
2.09,181.0,41.1,7,1.18,32650.57,0
2.02,127.0,35.1,7,5.61,24649.61,0
2.62,253.0,36.2,0,6.13,55777.28,0
1.04,77.0,29.7,0,9.22,26900.98,0
4.41,326.0,43.6,3,1.61,67282.19,1
2.34,172.0,14.9,10,6.85,39843.54,0
5.08,488.0,27.9,1,5.11,111458.21,1
2.8,274.0,18.0,9,9.61,53887.7,0
3.4,325.0,43.2,2,2.7,63646.39,1
5.83,534.0,44.4,3,3.84,121677.79,1
2.21,156.0,15.6,18,9.65,36871.4,0
4.61,413.0,24.1,11,1.13,92897.8,1
4.78,343.0,24.0,4,8.17,77636.4,1
2.1,158.0,22.7,13,7.07,32311.9,0
3.5,230.0,31.4,12,6.29,51866.91,0
2.75,223.0,30.1,15,5.91,50280.66,0
4.86,448.0,47.2,5,7.26,98798.54,1
4.11,358.0,21.1,13,8.11,87631.74,1
3.38,254.0,47.6,18,1.0,45289.24,0
4.9,425.0,23.1,5,1.35,91852.24,1
2.18,186.0,26.5,16,3.66,29927.04,0
4.77,389.0,25.2,5,3.17,87024.75,1
5.33,377.0,37.3,10,2.85,80295.84,1
5.39,330.0,23.5,11,3.58,84207.45,1
4.92,303.0,30.9,11,3.83,63091.21,1
3.04,298.0,13.1,3,3.01,66276.87,1
5.91,560.0,40.0,16,3.76,117949.7,1
2.9,202.0,26.0,11,5.03,46909.3,0
4.19,284.0,37.7,13,6.89,52116.71,0
1.81,131.0,40.4,6,9.07,31938.81,0
5.9,489.0,36.3,10,9.57,105603.52,1
4.52,274.0,42.2,9,4.12,51097.86,0
4.77,456.0,46.4,4,1.81,98876.44,1
1.33,121.0,23.2,13,7.3,27594.76,0
4.82,391.0,24.7,17,5.39,85452.61,1
4.87,461.0,30.1,9,9.76,105514.14,1
4.36,357.0,39.8,5,8.16,84139.94,1
2.46,156.0,43.6,12,3.31,18962.05,0
3.45,284.0,28.8,16,8.0,61872.77,1
1.55,123.0,42.7,13,2.06,24474.11,0
3.36,295.0,38.8,12,8.75,60387.68,1
2.22,164.0,18.6,15,5.99,33817.54,0
2.75,205.0,42.9,8,2.68,49488.94,0
1.81,177.0,36.4,10,7.54,33432.03,0
2.15,208.0,42.8,13,2.06,32948.14,0
1.38,133.0,13.0,12,1.43,24444.94,0
5.6,429.0,21.7,11,5.07,96801.98,1
3.65,328.0,44.9,10,5.07,68149.67,1
2.98,291.0,26.7,3,5.12,63837.22,1
3.68,363.0,49.1,10,8.67,76111.99,1
4.14,289.0,35.3,5,4.69,65387.45,1
5.61,385.0,20.5,3,8.8,94647.38,1
1.89,151.0,13.4,13,3.68,27281.52,0
2.48,235.0,41.6,15,6.61,48127.81,0
5.88,477.0,34.3,19,5.22,104354.74,1
2.86,262.0,11.3,15,4.7,58845.68,0
1.11,88.0,17.5,4,3.92,15914.79,0
1.74,157.0,17.0,2,5.09,44734.71,0
1.13,80.0,48.3,17,3.58,12986.52,0
5.95,553.0,46.8,17,5.98,119867.69,1
2.39,220.0,12.7,7,6.6,44421.13,0
5.62,388.0,39.9,8,4.93,89605.49,1
5.98,568.0,35.7,9,4.45,123835.83,1
4.0,259.0,28.5,2,3.47,67759.45,1
1.17,106.0,41.5,14,8.43,10603.64,0
1.41,133.0,27.6,12,9.54,31254.74,0
3.41,318.0,46.2,15,3.07,63217.81,1
3.03,211.0,11.5,4,9.95,57134.06,0
4.03,255.0,42.3,16,8.61,48669.61,0
3.19,195.0,14.4,0,6.18,44360.05,0
5.67,346.0,46.2,11,6.37,80618.69,1
3.67,295.0,26.1,19,8.51,63295.34,1
4.47,304.0,31.3,3,4.29,74673.3,1
5.48,520.0,15.6,16,1.94,116834.91,1
1.73,115.0,31.8,10,1.21,26472.47,0
2.15,187.0,44.5,11,3.69,32210.88,0
1.54,149.0,31.7,17,9.3,28125.61,0
1.7,168.0,25.9,4,9.04,46722.81,0
3.56,336.0,25.1,6,6.4,74616.26,1
2.61,178.0,19.9,19,1.36,36730.59,0
3.12,253.0,41.8,4,5.64,62132.81,1
5.91,398.0,25.3,16,2.8,88020.74,1
1.78,149.0,26.6,6,8.14,36834.02,0
3.7,257.0,34.2,16,7.82,64207.28,1
1.49,109.0,42.7,15,4.7,7989.1,0
2.59,213.0,41.6,18,9.35,40458.62,0
3.64,236.0,24.8,8,3.57,63431.27,1
5.73,425.0,39.0,0,7.74,101766.34,1
2.96,218.0,45.9,7,3.32,42565.56,0
1.32,110.0,49.6,9,4.17,28303.83,0
2.94,244.0,33.2,2,1.86,49678.35,0
1.73,131.0,29.0,14,9.14,32020.09,0
2.15,203.0,16.5,2,5.02,47156.89,0
4.09,351.0,49.0,17,1.41,63213.55,1
1.34,124.0,18.2,9,5.14,29063.28,0
3.32,275.0,12.2,14,1.37,54578.33,0
4.05,305.0,39.7,5,5.43,68004.38,1
3.11,234.0,41.1,7,1.59,34292.59,0
1.1,75.0,47.8,15,9.22,11433.93,0
5.93,553.0,48.1,12,3.8,111143.04,1
2.84,266.0,41.3,9,6.13,54281.22,0
4.89,315.0,30.3,7,9.86,78411.25,1
2.63,245.0,24.5,11,3.46,52807.42,0
3.38,314.0,10.5,3,7.84,67050.21,1
2.94,247.0,26.7,18,2.55,54492.12,0
2.71,244.0,37.0,10,3.53,44625.34,0
1.11,107.0,42.8,12,8.19,13259.14,0
2.8,222.0,27.4,12,1.6,49384.46,0
5.45,496.0,45.9,11,2.74,113836.47,1
4.45,438.0,14.6,16,9.94,95521.95,1
1.73,130.0,17.9,4,3.46,32630.14,0
3.96,308.0,12.9,2,3.62,71660.88,1
5.46,471.0,39.5,9,5.73,102065.14,1
4.5,360.0,14.6,3,4.88,82418.05,1
1.74,123.0,38.6,16,5.1,23062.64,0
5.34,450.0,42.2,19,8.96,95326.95,1
2.51,227.0,49.7,1,6.36,48754.18,0
3.27,197.0,47.2,0,8.03,55189.42,0
3.63,247.0,36.6,16,3.88,56373.53,0
5.25,524.0,12.2,16,9.48,127760.53,1
5.66,534.0,13.6,13,9.36,124217.26,1
5.65,564.0,32.5,16,5.35,109306.23,1
1.04,89.0,32.9,10,8.67,18807.49,0
5.61,450.0,20.3,15,2.45,89300.79,1
1.27,78.0,14.4,17,3.77,11256.74,0
2.33,172.0,13.7,14,4.92,26203.76,0
3.57,273.0,25.5,18,3.19,54895.59,0
3.4,222.0,34.1,4,3.27,43697.52,0
4.02,305.0,11.4,12,2.62,66268.18,1
3.4,235.0,32.3,19,4.99,43942.65,0
5.67,441.0,31.2,15,9.87,100732.41,1
2.2,184.0,46.2,19,4.58,21921.88,0
2.37,205.0,11.3,2,6.03,50695.74,0
5.6,457.0,27.7,1,6.91,110972.44,1
1.38,85.0,29.4,5,1.5,5000.0,0
4.05,392.0,42.3,19,5.37,81050.77,1
4.41,410.0,14.7,0,7.69,102754.16,1
3.53,297.0,11.7,15,1.91,51715.38,0
4.47,421.0,45.7,5,7.02,87796.53,1
1.86,176.0,38.4,16,1.58,32584.27,0
5.26,364.0,14.3,1,4.09,93115.79,1
1.7,120.0,25.0,7,1.53,22737.78,0
3.0,188.0,14.0,17,3.39,37094.94,0
1.38,113.0,37.1,7,7.97,30118.14,0
3.73,331.0,48.1,9,6.42,77407.13,1
4.35,280.0,48.0,12,2.25,56679.28,0
5.71,450.0,16.3,14,3.26,91978.36,1
4.7,435.0,27.8,14,6.1,93874.68,1
3.71,321.0,16.3,7,7.28,82426.74,1
5.66,467.0,41.7,6,8.35,114272.38,1
3.39,275.0,22.2,19,5.74,65296.34,1
3.81,285.0,36.8,12,7.8,64606.17,1
3.98,308.0,33.8,2,8.39,82432.39,1
3.05,219.0,41.1,13,8.06,50735.74,0
5.19,451.0,14.2,6,5.46,105029.22,1
1.93,165.0,40.0,7,7.9,29048.64,0
3.77,257.0,32.2,18,9.92,54342.59,0
4.61,326.0,49.8,6,4.54,58414.68,0
5.52,549.0,32.6,4,3.35,121938.96,1
5.42,348.0,26.8,7,8.57,89494.46,1
3.54,311.0,39.5,19,3.77,68844.36,1
4.22,340.0,27.4,17,3.1,67366.57,1
2.97,187.0,29.1,14,6.21,40687.79,0
3.34,208.0,48.0,8,4.3,43023.1,0
5.53,509.0,35.4,8,4.06,114903.33,1
5.65,479.0,17.5,10,9.36,108017.39,1
5.48,339.0,21.1,8,4.82,76759.63,1
1.69,121.0,18.1,15,7.84,24525.94,0
5.25,369.0,46.8,15,9.2,84092.08,1
5.74,473.0,26.7,18,7.85,97393.03,1
2.81,196.0,40.9,9,4.6,34246.7,0
3.59,330.0,43.9,6,4.01,65427.32,1
4.9,341.0,30.6,17,1.84,68603.93,1
3.81,297.0,31.6,3,4.41,59041.39,0
5.97,459.0,27.9,19,1.85,98310.84,1
3.28,206.0,20.0,9,2.43,42163.95,0
4.57,345.0,20.3,14,4.36,82897.37,1
4.96,379.0,43.8,16,3.69,83204.94,1
3.47,228.0,26.6,0,6.1,57609.07,0
5.28,504.0,37.5,10,2.77,100241.14,1
3.73,280.0,44.4,17,4.38,55886.46,0
3.06,287.0,15.4,11,2.59,65657.22,1
1.54,128.0,47.0,11,7.08,21879.1,0
2.97,179.0,43.0,1,4.96,34727.59,0
4.67,408.0,25.5,12,4.06,78116.62,1
5.61,427.0,35.6,11,1.18,87962.62,1
2.26,202.0,27.6,19,9.24,34432.28,0
2.78,243.0,35.4,17,1.25,38809.99,0
1.77,159.0,43.1,18,7.99,28823.56,0
4.45,390.0,28.3,19,1.87,75343.2,1
5.8,353.0,19.1,2,1.53,86781.68,1
4.2,414.0,34.8,3,6.61,96319.06,1
4.09,321.0,45.4,6,3.11,69277.77,1
3.77,361.0,35.3,3,2.22,83962.73,1
1.44,96.0,49.8,14,9.1,25343.62,0
4.65,345.0,33.3,14,6.54,67981.71,1
4.01,397.0,40.5,5,5.09,86396.24,1
4.31,409.0,22.2,2,5.72,100549.47,1
5.49,505.0,11.4,11,8.68,112798.43,1
4.92,352.0,13.6,12,8.57,92309.34,1
4.9,432.0,21.3,18,3.23,89631.13,1
5.64,393.0,48.6,7,3.41,81900.12,1
5.95,517.0,43.5,16,5.19,110901.96,1
3.91,386.0,14.3,19,6.63,82468.84,1
1.54,114.0,14.4,2,8.11,45899.91,0
3.3,262.0,46.4,19,8.85,48001.09,0
4.94,375.0,15.4,3,4.79,78079.94,1
1.14,73.0,38.5,9,4.06,9646.6,0
1.28,125.0,40.9,18,2.59,11715.91,0
1.34,101.0,27.5,19,8.49,8787.52,0
4.66,459.0,30.3,6,4.78,101051.05,1
3.51,312.0,16.9,4,1.6,68867.71,1
2.84,196.0,38.6,18,8.12,32858.96,0
1.53,129.0,17.3,4,7.8,35074.27,0
4.66,297.0,26.3,13,6.08,61850.85,1
2.61,177.0,28.4,13,5.15,42259.93,0
2.33,150.0,40.7,14,2.5,29243.63,0
4.26,267.0,44.2,2,9.33,64354.01,1
3.8,322.0,39.0,14,2.56,71518.3,1
2.81,199.0,15.6,6,2.48,47872.0,0
4.21,380.0,23.0,0,4.52,86639.1,1
2.36,173.0,41.0,12,5.1,28684.79,0
4.97,471.0,14.0,8,8.08,104733.47,1
2.15,167.0,26.7,9,7.12,43727.71,0
1.79,133.0,42.7,4,4.42,28783.64,0
4.91,303.0,23.9,4,3.17,75771.58,1
4.54,405.0,13.1,4,6.35,105508.82,1
1.91,189.0,21.3,18,3.86,32864.93,0
1.58,111.0,44.2,7,2.15,22402.8,0
5.19,447.0,13.4,14,3.95,93912.58,1
4.88,424.0,29.6,13,9.32,89094.57,1
2.64,205.0,12.6,4,7.18,50377.83,0
4.29,316.0,24.6,18,7.06,66865.91,1
1.62,101.0,35.6,13,2.86,18476.59,0
3.54,347.0,49.2,14,8.56,79117.84,1
1.09,88.0,39.0,10,3.86,11170.05,0
2.96,214.0,49.2,10,2.51,41062.54,0
1.37,131.0,28.2,18,7.19,26484.53,0
3.38,221.0,35.5,8,3.63,41965.38,0
3.11,274.0,31.7,13,7.73,61491.07,1
3.22,208.0,21.7,19,2.43,40425.34,0
1.23,110.0,36.9,4,3.31,19345.86,0
2.81,236.0,46.6,10,7.15,52168.49,0
4.78,396.0,39.1,19,3.34,84927.06,1
2.84,234.0,31.0,19,4.03,46385.75,0
4.58,355.0,46.0,12,3.25,71744.33,1
2.85,273.0,45.0,16,3.54,43805.77,0
3.12,192.0,40.6,6,1.0,35246.64,0
3.82,363.0,36.8,16,5.56,76701.93,1
5.75,443.0,45.0,6,7.16,93933.7,1
1.54,113.0,26.7,13,5.36,21364.56,0
1.16,97.0,12.7,16,4.43,29868.9,0
4.04,277.0,18.7,8,4.02,73164.79,1
5.75,447.0,43.4,9,3.83,87123.13,1
5.95,506.0,22.4,16,8.25,111455.26,1
3.42,256.0,42.9,18,5.55,60822.56,1
3.34,243.0,30.4,18,6.71,57510.55,0
4.22,353.0,28.4,14,2.58,76825.62,1
3.78,321.0,12.4,16,4.81,78600.27,1
4.17,302.0,29.4,4,4.61,75559.97,1
5.37,462.0,15.9,18,6.75,105541.86,1
4.73,443.0,44.8,5,8.39,107479.91,1
3.48,225.0,21.9,18,9.71,54150.23,0
3.31,323.0,21.6,5,3.03,75452.02,1
4.2,263.0,25.5,6,1.49,56589.78,0
3.28,266.0,15.7,10,5.99,67072.42,1
3.29,316.0,18.1,4,7.98,76454.66,1
1.08,76.0,35.4,16,9.97,19369.76,0
1.87,164.0,48.6,18,3.18,35234.96,0
3.44,212.0,44.8,15,7.45,38959.05,0
5.11,405.0,21.8,19,4.51,92450.84,1
2.39,203.0,42.5,19,6.95,30273.62,0
3.61,295.0,27.2,5,6.44,69500.54,1
2.72,183.0,43.5,12,3.2,25646.05,0
1.52,93.0,41.3,8,6.33,18064.17,0
5.79,451.0,49.6,4,9.92,102684.5,1
5.27,354.0,24.6,16,8.56,84000.22,1
1.39,104.0,29.6,4,7.01,28006.94,0
4.6,431.0,47.8,18,2.61,86394.01,1
2.74,225.0,42.0,18,7.89,40828.54,0
5.97,378.0,46.1,2,1.16,89336.58,1
2.51,223.0,34.9,1,7.07,44656.53,0
2.19,171.0,16.9,11,5.91,41354.81,0
3.84,237.0,26.5,4,5.94,56710.0,0
5.18,460.0,11.8,13,5.0,107213.33,1
1.96,187.0,27.4,1,4.39,38239.5,0
4.55,409.0,11.7,2,6.93,100606.36,1
1.31,130.0,48.0,18,2.23,14157.9,0
5.59,371.0,19.8,5,9.41,96118.3,1
1.41,116.0,32.4,15,4.36,12719.97,0
5.57,355.0,10.2,16,5.83,77856.64,1
3.45,342.0,25.4,10,8.95,73119.3,1
3.24,222.0,48.4,18,5.78,38463.15,0
5.87,573.0,44.5,10,6.92,120841.39,1
5.95,466.0,36.6,3,2.13,106244.17,1
4.25,390.0,41.7,5,3.14,77108.85,1
1.64,161.0,33.2,16,1.68,31935.05,0
3.53,245.0,12.0,14,8.39,60525.06,1
3.65,338.0,35.0,7,6.17,74743.97,1
3.57,341.0,26.8,12,2.67,63573.82,1
3.85,316.0,40.0,1,6.37,76965.0,1
1.09,95.0,20.1,6,2.9,14746.46,0
4.56,354.0,25.2,11,1.69,82874.8,1
4.56,351.0,10.8,19,3.91,74248.73,1
1.58,105.0,44.8,16,3.14,6831.7,0
3.85,337.0,28.6,3,9.31,75220.41,1
3.84,256.0,30.2,7,1.8,54769.51,0
4.41,297.0,38.7,11,6.25,69603.7,1
1.43,115.0,25.9,9,9.88,34527.29,0
4.13,323.0,29.1,14,8.75,65948.12,1
2.4,206.0,10.5,6,9.01,53881.31,0
3.54,286.0,32.7,2,3.82,63081.95,1
4.87,354.0,49.6,5,1.76,74205.43,1
4.53,282.0,10.2,5,4.19,73356.56,1
1.59,133.0,28.9,15,1.28,19026.71,0
3.96,315.0,49.3,17,5.88,65537.48,1
5.85,370.0,29.8,14,5.15,85407.02,1
1.78,157.0,33.7,1,2.08,40955.12,0
5.26,369.0,24.6,6,2.16,92283.09,1
4.51,277.0,37.5,11,6.46,55717.05,0
4.87,294.0,35.3,0,2.7,63587.62,1
2.41,197.0,17.8,16,3.02,39008.99,0
2.44,237.0,38.7,14,4.92,54100.55,0
5.53,519.0,43.3,15,2.59,99209.89,1
2.8,179.0,45.3,6,1.42,34616.12,0
1.32,96.0,13.8,15,1.89,16764.27,0
4.0,290.0,42.9,7,5.36,64127.5,1
1.62,152.0,45.5,4,7.88,33453.55,0
4.98,458.0,41.4,9,6.69,95912.1,1
4.21,415.0,33.6,18,6.51,88386.31,1
5.37,434.0,16.6,2,8.19,105965.16,1
4.92,298.0,46.1,6,8.24,69157.32,1
1.56,150.0,26.7,14,4.34,27205.78,0
2.91,179.0,14.7,7,2.55,33007.34,0
4.87,454.0,48.5,2,6.53,107881.84,1
3.09,250.0,43.1,3,9.95,65880.26,1
5.86,578.0,49.9,17,1.16,110698.25,1
4.68,326.0,14.4,3,5.87,78879.22,1
1.08,87.0,38.0,0,9.42,30056.43,0
5.4,327.0,49.8,1,7.65,76451.92,1
1.5,126.0,31.3,7,1.7,22545.02,0
1.7,107.0,40.5,3,2.89,14991.06,0
4.67,292.0,40.0,8,5.7,68373.51,1
5.32,474.0,11.5,3,7.77,122045.76,1
3.68,248.0,45.4,7,4.83,50084.26,0
2.45,243.0,41.3,8,8.51,52523.26,0
2.76,209.0,21.5,3,5.59,45320.79,0
2.71,215.0,30.1,11,5.02,37581.0,0
2.63,191.0,37.5,0,6.08,43674.63,0
2.21,157.0,27.1,10,6.53,36667.71,0
4.04,384.0,24.6,8,5.06,83469.3,1
5.5,526.0,16.7,9,9.02,127683.73,1
2.54,174.0,47.5,13,7.5,32156.69,0
1.93,119.0,44.2,7,4.85,24530.47,0
5.19,369.0,33.0,7,4.66,79203.89,1
4.71,438.0,44.1,14,4.03,92016.53,1
5.65,452.0,42.7,16,7.61,101143.0,1
1.83,168.0,15.3,6,8.42,47428.79,0
1.72,161.0,33.1,4,3.32,39495.13,0
3.71,344.0,49.5,19,2.08,72508.88,1
4.07,339.0,41.1,5,3.91,77594.04,1
3.4,227.0,14.7,19,3.95,38106.42,0
3.99,340.0,36.0,10,8.41,74136.97,1
1.9,137.0,28.0,5,9.06,41089.29,0
3.4,308.0,41.4,17,2.85,60140.8,0
4.29,293.0,19.4,5,6.86,69118.23,1
3.16,271.0,43.2,6,7.08,64906.81,1
4.4,279.0,46.7,18,9.38,65476.08,1
3.26,300.0,33.0,13,2.42,61106.71,1
2.67,194.0,22.9,12,5.03,38396.17,0
2.52,249.0,40.4,0,6.12,54804.38,0
3.05,239.0,48.7,5,6.77,49772.1,0
1.12,79.0,33.0,8,3.76,18134.2,0
4.34,282.0,41.5,17,6.31,61220.89,1
5.23,520.0,25.3,10,8.25,120287.99,1
2.77,210.0,31.9,10,4.36,38466.3,0
1.23,107.0,12.0,18,7.61,16207.98,0
5.93,432.0,13.8,14,7.85,99523.03,1
2.32,160.0,48.8,8,6.52,32204.16,0
1.63,135.0,48.9,0,4.18,27716.09,0
2.85,216.0,48.0,15,9.73,47860.06,0
4.69,372.0,44.8,1,3.71,82352.42,1
2.47,218.0,28.7,8,5.18,48335.34,0
3.87,276.0,24.9,18,2.75,53396.06,0
3.08,204.0,36.2,15,9.1,54530.44,0
1.59,130.0,10.5,10,1.45,30802.78,0
2.65,171.0,46.6,18,2.92,20241.08,0
4.62,402.0,18.1,7,1.37,80704.94,1
4.06,340.0,48.7,7,9.34,66579.73,1
1.6,111.0,15.7,13,6.98,22543.95,0
1.82,129.0,41.3,17,6.32,5000.0,0
4.2,283.0,32.0,12,8.2,73611.28,1
5.07,485.0,37.0,19,2.96,94785.74,1
2.75,200.0,28.4,2,7.25,50625.94,0
3.98,384.0,10.5,19,6.79,85494.64,1
1.85,113.0,35.6,17,8.69,16225.14,0
2.56,194.0,40.2,4,4.21,41249.25,0
1.1,106.0,32.1,1,6.2,25803.95,0
4.84,429.0,16.3,18,9.82,92027.03,1
3.01,188.0,16.1,12,4.26,45014.59,0
5.08,405.0,10.1,11,5.62,93536.95,1
4.54,296.0,21.9,6,5.48,74647.61,1
5.14,338.0,10.7,19,4.31,73757.31,1
2.43,189.0,11.2,19,2.2,31028.21,0
1.93,183.0,19.0,19,1.44,27950.76,0
5.86,437.0,48.8,11,1.09,96363.66,1
4.59,401.0,44.9,9,1.23,80684.78,1
5.17,357.0,33.3,12,9.09,82398.58,1
1.07,81.0,49.7,10,4.43,9603.14,0
2.77,179.0,32.4,12,3.64,31045.39,0
4.71,308.0,16.4,13,7.39,76774.09,1
1.39,120.0,36.8,17,3.15,13715.04,0
3.84,232.0,11.7,12,7.45,55857.72,0
3.15,279.0,24.6,3,2.87,62064.61,1
1.09,103.0,43.5,12,8.9,16117.61,0
2.18,153.0,24.3,1,4.17,41729.92,0
2.42,230.0,43.7,12,5.34,43213.6,0
1.56,139.0,43.9,16,9.79,20910.67,0
4.16,387.0,12.4,13,8.67,89823.99,1
2.21,202.0,45.6,11,1.34,33127.64,0
2.39,144.0,29.8,6,4.68,23278.72,0
5.49,478.0,47.8,10,1.15,89586.62,1
3.34,260.0,29.4,10,2.57,52044.95,0
2.96,295.0,26.4,10,8.16,68203.14,1
4.62,384.0,29.2,1,3.42,84414.85,1
5.55,467.0,38.9,9,3.97,101186.71,1
1.13,113.0,10.9,16,9.0,19352.93,0
3.24,229.0,34.7,15,5.72,49831.06,0
4.05,368.0,46.7,4,9.63,87882.23,1
2.59,161.0,34.7,5,3.26,27982.51,0
4.86,387.0,23.1,19,7.11,85299.93,1
5.86,499.0,11.2,17,3.78,106119.33,1
5.72,391.0,10.5,12,6.32,98497.16,1
2.33,184.0,26.6,4,7.79,35930.85,0
2.13,167.0,10.0,2,8.43,49679.65,0
5.79,413.0,16.6,6,4.11,102931.96,1
3.29,277.0,49.1,12,8.8,64108.76,1
2.04,178.0,12.7,3,9.86,49445.53,0
4.53,288.0,39.6,12,7.75,71066.41,1
2.42,160.0,45.7,18,7.16,26011.12,0
2.34,230.0,11.5,1,9.59,64279.34,1
5.4,333.0,48.3,7,8.81,85630.33,1
1.81,116.0,31.6,7,2.93,18267.02,0
1.32,122.0,18.4,15,5.18,14033.19,0
2.35,217.0,22.6,12,6.53,45721.04,0
