area_sqft,bedrooms,bathrooms,age,distance_to_city,price,luxury
3812.1,2,2,18,2.0,227773.55,1
3005.8,5,2,9,12.0,304402.43,1
4680.6,4,2,5,14.7,278175.17,1
2200.9,3,1,47,25.5,66772.83,0
2586.5,5,2,47,29.9,206146.0,1
898.4,5,2,42,34.5,113516.56,0
3240.5,1,1,46,18.4,113020.57,0
1797.0,1,2,37,26.6,126857.76,0
1221.4,4,3,49,34.2,116285.43,0
2950.4,3,2,33,36.0,178138.68,0
2895.4,3,2,23,35.0,191792.1,1
841.4,2,3,2,38.5,134844.71,0
3642.0,1,3,10,3.4,192751.07,1
3307.0,4,1,27,24.0,234182.26,1
1350.6,1,1,26,23.2,30000.0,0
2612.5,5,3,46,34.9,210526.99,1
3741.5,3,3,15,9.0,255469.43,1
2882.5,4,2,31,12.8,196799.83,1
2279.7,3,1,41,21.1,87324.23,0
1950.5,5,2,6,10.9,138791.87,0
3246.8,5,1,34,29.1,241793.21,1
4726.0,2,3,42,31.4,241631.23,1
3522.9,2,3,37,37.8,257208.22,1
836.4,4,2,35,39.6,121683.81,0
2573.1,5,2,31,38.2,200501.9,1
4508.7,2,1,20,11.3,220072.62,1
925.1,5,1,30,12.6,45068.82,0
4949.9,2,1,26,15.5,234159.25,1
4770.8,1,2,7,6.7,274191.88,1
852.2,3,2,13,1.4,116940.24,0
4700.4,5,2,14,6.1,338035.41,1
2134.1,4,3,44,13.5,221472.01,1
4301.2,4,2,8,18.1,311848.77,1
2382.7,4,2,9,12.3,211954.51,1
2483.8,3,1,12,31.4,186294.42,0
3354.1,5,1,24,32.6,223709.43,1
3985.1,4,2,3,39.6,323639.24,1
652.1,3,2,27,9.1,158985.02,0
3169.2,1,3,14,15.6,297772.8,1
1340.3,1,2,38,13.0,30000.0,0
2056.8,3,1,16,17.9,84145.26,0
2065.9,2,3,4,38.4,160954.51,0
2610.8,3,3,48,19.6,205732.11,1
2003.6,5,3,14,5.9,248814.08,1
983.1,2,2,27,1.5,108603.95,0
1155.3,5,2,22,12.2,137393.85,0
650.5,4,2,9,4.0,212192.22,1
2616.1,1,2,44,8.7,200438.73,1
4795.0,2,1,46,22.9,179282.99,0
1020.5,5,3,48,29.5,194287.92,1
4758.2,5,3,41,12.2,404068.37,1
3800.1,2,1,17,26.0,108402.73,0
3368.7,1,1,27,5.3,252765.51,1
3403.7,5,1,17,15.5,300335.05,1
4220.3,5,1,1,37.4,337161.87,1
981.1,4,1,46,38.7,88760.63,0
2771.4,1,3,41,30.9,128409.07,0
3636.9,3,1,36,1.8,266373.11,1
3140.7,2,2,47,3.7,217514.48,1
4247.5,1,3,5,6.4,325204.5,1
825.2,1,2,24,14.3,61410.04,0
3608.2,4,1,45,25.2,191134.58,1
2903.1,2,3,12,36.8,134006.47,0
2206.2,3,2,5,9.8,158066.59,0
2031.2,4,1,40,3.9,187033.95,0
3293.7,1,1,9,33.5,249509.23,1
4509.5,3,2,39,25.0,267609.93,1
2732.8,4,3,5,26.2,268854.44,1
4211.3,3,2,31,24.5,305441.9,1
2309.7,1,3,5,38.8,219335.11,1
960.8,4,1,46,6.1,30000.0,0
776.8,5,3,30,28.2,214484.14,1
731.0,3,3,27,24.4,118145.86,0
2210.7,1,3,44,2.1,173778.99,0
2017.6,4,2,2,9.7,232282.01,1
3730.7,3,1,40,34.0,209085.46,1
3842.7,1,2,46,28.6,163328.4,0
728.8,3,1,1,4.6,132741.8,0
1495.1,3,1,5,8.0,160907.88,0
1734.2,5,1,14,36.7,174731.79,0
2964.3,2,3,27,27.6,203383.5,1
1150.3,4,2,36,34.8,110643.52,0
1102.7,2,2,35,23.6,44883.59,0
4747.1,5,1,9,14.8,260156.55,1
4118.9,5,3,23,16.7,231704.65,1
1312.9,4,1,26,23.8,166627.95,0
2329.6,3,1,32,7.0,116914.74,0
2100.3,3,1,22,34.1,235299.82,1
4059.5,1,1,23,24.9,131931.28,0
2796.0,3,3,48,22.9,238615.86,1
1075.3,3,3,37,17.5,66433.85,0
3825.5,1,1,15,14.5,179567.7,0
2286.0,2,1,34,16.5,147063.93,0
1683.2,5,2,19,39.7,115235.81,0
2189.7,5,3,20,20.4,218399.13,1
2739.9,3,3,44,20.6,153171.6,0
2044.0,1,2,1,11.1,95626.31,0
1588.6,3,1,8,19.5,192816.88,1
2293.3,4,1,47,34.3,132975.1,0
586.3,1,2,4,11.1,30000.0,0
3976.2,2,2,23,38.4,130152.19,0
1269.3,2,3,24,24.8,148590.44,0
697.6,3,1,35,38.1,30000.0,0
3441.6,1,2,4,15.3,145779.99,0
3982.7,4,3,19,20.8,315191.83,1
4162.2,5,2,48,28.9,283220.07,1
2720.8,1,2,8,29.8,125725.68,0
1424.2,4,3,4,8.3,237933.6,1
3817.5,3,2,39,15.6,256059.16,1
3648.7,2,3,0,30.3,297950.42,1
1608.2,5,2,7,9.4,246146.15,1
4565.3,2,2,18,12.6,265174.38,1
969.7,4,3,15,36.4,56848.07,0
4922.1,5,3,23,6.2,302707.93,1
4371.1,4,2,4,11.0,316573.19,1
3595.5,2,1,41,12.9,119275.7,0
4724.4,1,2,28,28.8,200314.64,1
3750.4,2,2,47,24.3,146130.62,0
1357.1,3,2,16,17.2,66906.58,0
2489.7,3,1,46,27.7,119133.93,0
821.8,4,3,29,13.9,173212.66,0
2253.5,3,3,19,37.8,189779.44,1
3837.2,1,1,40,37.9,87654.82,0
2239.0,1,3,37,24.0,91488.29,0
1986.3,5,3,7,26.0,165095.26,0
3179.1,3,3,17,13.1,224587.7,1
4424.9,4,2,24,15.0,304953.81,1
714.1,2,2,25,3.1,47219.84,0
2234.6,1,2,33,33.8,172651.12,0
1212.1,5,2,10,10.5,122524.73,0
3629.1,4,1,48,36.7,234730.37,1
975.8,1,1,32,18.2,30000.0,0
3491.6,1,1,28,37.4,150058.0,0
1787.8,4,1,22,34.2,136764.12,0
1395.1,5,1,33,24.3,133920.08,0
4713.6,1,2,37,35.0,201462.25,1
583.4,4,1,44,37.0,30000.0,0
2470.0,4,1,15,22.9,164868.29,0
597.3,5,1,19,39.6,30000.0,0
2676.2,1,1,2,14.4,237217.07,1
2754.7,3,2,19,11.6,225922.21,1
1947.5,4,3,32,7.2,96410.18,0
1094.7,4,1,19,18.2,127148.14,0
2193.7,1,3,1,20.5,52979.94,0
3525.2,5,2,34,6.5,234980.54,1
4020.8,5,1,6,7.0,173943.88,0
2888.4,1,1,12,3.3,163639.59,0
3154.3,5,1,27,1.9,363475.59,1
1402.8,1,2,41,30.0,30000.0,0
1793.0,3,1,17,17.1,144931.8,0
1228.5,2,3,8,32.6,88683.91,0
1621.8,5,2,23,18.2,140287.14,0
1512.0,4,2,17,33.9,97921.5,0
2837.5,4,1,18,28.2,150022.71,0
3032.1,1,1,32,6.5,148476.22,0
4752.3,1,2,31,9.5,223307.35,1
1380.1,4,3,43,2.5,187200.96,0
3387.5,5,3,38,21.2,200934.5,1
4177.7,1,1,31,25.3,249419.66,1
3021.1,1,3,34,7.1,213392.09,1
1647.5,1,1,29,22.1,109182.64,0
1681.5,2,3,11,34.6,198253.49,1
676.6,4,3,33,35.5,93848.6,0
1874.5,1,2,22,9.2,129722.23,0
3850.7,3,3,31,14.8,329634.43,1
713.8,5,3,48,11.8,79521.47,0
1486.8,3,1,0,28.6,51979.22,0
3678.0,1,1,18,10.2,247852.91,1
4021.9,4,2,22,15.2,292375.49,1
2548.9,5,3,6,25.2,225827.67,1
3641.3,2,2,9,8.6,181272.31,0
2245.8,2,3,36,14.5,127705.34,0
1219.6,4,3,23,35.2,64440.5,0
2291.7,3,2,5,6.5,253301.23,1
3109.9,1,3,5,14.2,193822.18,1
4766.2,3,2,19,26.9,249361.34,1
809.4,2,1,49,24.2,61826.53,0
2783.3,4,1,7,5.6,179113.45,0
1980.1,3,1,14,13.8,211352.77,1
2787.4,5,2,18,4.2,212019.11,1
607.9,3,1,34,6.4,54901.09,0
1908.6,3,1,0,2.7,95403.93,0
4189.4,3,1,5,35.8,180191.87,0
2992.7,2,3,25,12.5,263793.99,1
2527.6,1,2,26,13.6,155959.51,0
1784.9,4,3,43,25.9,170429.52,0
1841.2,5,1,26,6.4,125326.67,0
2224.0,1,3,9,29.7,216945.87,1
4260.1,2,3,45,4.4,280288.05,1
4852.5,2,3,42,27.5,311811.14,1
2473.9,1,2,8,15.7,87034.99,0
2270.1,2,3,30,16.1,77618.31,0
4309.5,2,3,47,38.6,108760.94,0
2421.1,4,1,49,39.3,126934.82,0
2984.1,1,2,49,32.1,30000.0,0
1539.2,2,3,9,5.3,176607.36,0
3845.8,3,1,5,22.4,234806.62,1
2893.9,2,2,12,23.9,251291.35,1
4140.7,2,2,10,35.8,283087.64,1
4013.3,5,3,6,31.4,458936.11,1
1467.5,2,2,42,25.7,55620.92,0
3720.4,1,2,4,10.4,163523.04,0
4100.2,5,2,40,11.5,287996.7,1
2057.5,1,3,15,5.9,200256.61,1
1276.7,5,3,45,38.0,89691.96,0
511.8,5,1,38,30.2,30000.0,0
2529.1,5,3,2,8.1,287733.11,1
2085.9,4,1,41,31.4,96338.09,0
2997.1,5,1,26,12.9,223077.37,1
1346.2,4,3,22,24.4,148383.32,0
4368.5,3,2,45,13.7,239689.64,1
1659.9,2,2,23,36.5,61141.73,0
1518.9,5,2,32,15.0,208523.27,1
2663.2,3,2,48,38.5,118256.92,0
2744.8,1,2,26,4.5,60584.82,0
1467.9,2,1,15,35.5,134973.1,0
1723.4,3,3,22,8.0,105772.35,0
1263.7,4,3,10,31.1,249421.43,1
3733.1,5,1,22,6.4,317152.42,1
3965.4,1,1,35,29.4,224275.97,1
2580.5,5,3,10,10.3,305909.59,1
3713.4,2,3,12,2.6,252664.7,1
3811.7,1,3,44,7.2,143242.2,0
1122.2,5,3,19,32.8,181353.77,0
4847.8,5,1,6,30.6,366508.11,1
4194.6,5,3,5,23.5,269591.03,1
1420.2,4,1,30,21.9,68415.22,0
1337.7,2,2,42,2.8,170518.45,0
1065.5,1,3,31,14.8,64356.56,0
1122.7,2,2,25,36.2,35208.42,0
3866.7,2,2,17,17.1,187759.53,1
2613.4,3,3,36,26.6,255566.36,1
4023.2,2,1,45,22.4,298569.35,1
3858.1,3,3,23,36.6,312960.63,1
3220.8,5,2,14,4.3,265468.65,1
3588.6,5,3,48,18.5,188218.45,1
582.6,1,3,23,8.7,191116.84,1
1903.0,2,3,6,24.0,127294.47,0
3370.2,3,1,35,16.2,198895.25,1
542.1,3,2,34,25.3,30000.0,0
648.4,5,2,31,3.8,187787.96,1
4333.5,4,1,40,1.5,256463.98,1
3578.1,3,3,42,13.5,159443.71,0
1694.2,4,3,43,7.4,213632.17,1
3595.8,1,1,5,6.0,221074.92,1
4066.1,5,2,39,30.4,188004.89,1
1880.6,4,3,18,39.4,190387.24,1
662.2,2,2,16,13.8,30000.0,0
4697.5,3,2,14,35.7,270414.33,1
2053.3,5,2,43,16.9,197960.64,1
979.2,5,2,12,36.9,68219.89,0
2713.4,2,2,10,1.6,109159.21,0
3958.1,3,2,15,25.3,321365.51,1
1497.4,5,3,15,23.5,189183.34,1
1712.7,3,1,15,29.2,180725.19,0
1592.2,2,1,9,3.7,153802.6,0
4962.5,3,3,26,8.5,296889.53,1
1388.3,3,2,32,25.2,30000.0,0
3089.8,5,3,0,10.7,284051.56,1
4663.7,4,3,11,30.9,374700.21,1
1161.0,5,2,31,35.8,107316.17,0
4868.8,2,1,9,33.0,275220.68,1
4763.6,2,1,44,27.7,251139.06,1
4480.6,1,2,2,19.1,237014.17,1
1465.5,2,2,23,32.8,44322.12,0
3353.2,1,3,44,36.1,177003.39,0
3924.0,2,3,17,38.0,286294.55,1
4937.1,5,3,11,35.5,439664.93,1
1311.9,3,1,34,3.5,69335.96,0
3947.1,4,2,10,7.1,282103.4,1
2024.6,2,2,27,31.5,157085.07,0
1290.3,3,2,0,15.8,197877.72,1
2396.2,1,3,44,11.7,172304.8,0
4072.3,5,1,35,12.5,282948.16,1
2591.8,2,3,36,1.2,130091.14,0
2918.9,4,1,37,30.7,203362.5,1
4978.2,5,3,3,10.2,365841.85,1
2296.0,4,2,16,14.3,247882.15,1
3269.3,2,2,13,7.8,196196.22,1
2143.6,1,2,2,5.4,119243.62,0
2267.5,5,1,44,38.0,206819.87,1
3630.4,5,2,4,39.2,308650.13,1
4720.5,3,1,31,20.3,212556.53,1
2940.6,3,1,25,2.2,175375.5,0
3957.8,4,2,41,2.9,387747.52,1
901.4,5,3,21,35.0,90895.36,0
1450.2,1,1,13,22.0,60203.42,0
2759.6,2,3,38,37.2,113642.89,0
590.1,3,1,20,26.6,47329.36,0
1637.8,4,3,20,36.1,87272.25,0
2828.3,4,1,33,15.9,305513.01,1
567.3,2,2,0,4.8,113127.26,0
1690.5,5,2,28,10.1,96318.85,0
2813.1,5,1,45,18.1,236000.27,1
3079.2,5,3,5,9.7,152844.73,0
4665.9,4,2,9,32.9,306469.52,1
3404.1,1,3,39,26.8,195027.4,1
2366.3,3,3,22,33.5,119007.04,0
4686.6,5,1,3,32.7,267306.36,1
4032.0,1,3,16,32.3,140473.09,0
1400.0,2,3,5,24.7,186877.47,0
1088.8,2,1,6,20.1,30000.0,0
3541.2,2,2,47,39.1,79739.35,0
3019.5,4,1,22,2.2,238523.31,1
4053.5,5,2,47,11.6,284273.48,1
3824.6,2,2,15,31.4,212202.19,1
3313.5,4,2,5,32.9,275600.27,1
4938.7,3,3,2,10.3,331113.83,1
2901.2,1,3,17,30.9,87946.98,0
1009.0,1,3,7,29.0,56909.59,0
4227.2,3,1,35,32.6,230816.74,1
1633.3,2,1,26,25.5,71716.24,0
3997.9,4,3,10,34.3,263112.31,1
4807.0,1,1,35,29.4,239251.8,1
3635.6,4,3,22,31.1,341919.09,1
3182.1,1,3,39,4.6,119714.8,0
2571.7,2,2,3,21.8,200436.61,1
2139.8,2,3,18,25.9,91849.21,0
2088.5,5,1,2,13.4,237676.91,1
3363.7,2,3,12,5.7,210993.99,1
3880.7,5,3,41,6.3,237358.73,1
3553.3,2,3,14,4.4,355538.23,1
1392.8,4,3,11,21.7,204632.8,1
2722.9,5,1,10,5.3,217025.39,1
4062.4,5,2,34,18.7,335094.59,1
2640.7,4,1,38,37.4,212691.8,1
2914.8,3,2,40,39.7,166680.04,0
3970.1,1,3,10,39.7,231025.08,1
3475.7,2,1,20,17.9,177488.06,0
2342.1,1,2,4,35.6,151959.48,0
4529.4,2,1,16,27.7,254973.02,1
1231.6,5,1,2,9.9,92901.44,0
4979.8,3,2,22,32.4,240775.2,1
1034.8,5,1,16,12.9,84818.0,0
567.3,4,1,14,24.6,183634.97,0
4505.1,5,2,8,6.5,330849.21,1
1602.3,2,3,12,20.0,175708.37,0
3783.6,4,2,11,38.9,265296.41,1
4149.6,2,2,16,12.7,274752.55,1
4365.4,1,1,43,38.5,100474.72,0
4962.2,2,1,6,1.2,264456.04,1
1823.2,3,1,26,39.5,136502.15,0
3696.1,2,2,3,3.1,246928.54,1
1019.3,3,3,47,24.4,79358.92,0
2330.6,5,2,7,39.1,235317.44,1
4315.9,5,1,49,1.0,273085.69,1
2154.5,2,1,43,16.4,186236.57,0
3159.9,1,3,48,35.8,141753.87,0
2767.0,1,2,49,26.7,30718.45,0
3406.8,3,2,29,19.8,227159.76,1
4878.0,2,3,4,13.2,360368.88,1
750.8,3,3,3,9.7,171648.75,0
3082.8,5,3,2,4.9,326667.37,1
4383.6,2,3,1,25.5,253429.13,1
2666.2,2,3,3,13.4,236719.24,1
853.4,2,1,18,15.0,30000.0,0
3022.4,3,3,19,21.0,199974.15,1
1994.3,2,3,29,16.7,147302.92,0
1197.2,4,3,48,26.4,132197.63,0
4320.7,3,1,48,11.8,146481.72,0
2847.2,1,3,43,27.7,176038.1,0
4699.7,1,1,28,13.5,157442.05,0
4127.1,4,1,16,16.6,229286.21,1
3618.4,1,1,9,14.7,203538.97,1
522.6,2,1,40,26.1,30000.0,0
2425.2,5,3,26,10.5,237000.36,1
1388.7,1,3,0,11.8,180942.27,0
4598.6,3,1,47,28.9,238730.61,1
1285.6,1,3,15,31.7,42961.51,0
1787.3,4,3,19,32.3,164099.44,0
2825.8,2,3,18,17.4,193407.23,1
1685.1,1,2,23,6.1,106783.37,0
1444.4,2,2,34,7.7,89509.17,0
3195.9,4,2,38,34.2,191718.33,1
900.2,1,2,16,2.8,32449.47,0
761.8,4,3,33,25.8,127621.83,0
2175.1,2,2,39,34.1,67503.19,0
3743.0,5,1,11,36.7,321076.65,1
2996.6,5,3,6,19.7,272979.39,1
2402.9,3,2,37,36.6,175465.3,0
3045.9,2,2,21,20.3,181338.15,0
2144.5,1,2,35,3.8,190455.12,1
4712.7,4,2,4,12.6,364829.67,1
747.1,4,3,8,39.3,145831.47,0
3530.3,2,2,33,31.3,188416.73,1
4510.8,5,1,10,25.6,257713.52,1
4117.5,4,3,5,33.0,293041.42,1
1328.2,3,3,15,14.9,205010.67,1
1831.7,2,2,48,12.1,78279.27,0
3726.7,1,1,49,1.3,164955.05,0
879.2,4,3,35,4.3,178178.02,0
4153.4,1,3,28,28.8,185556.8,0
3735.1,5,1,37,39.5,263944.5,1
3783.2,5,3,8,24.5,327660.02,1
951.1,1,1,19,1.1,93407.53,0
3729.9,4,1,17,26.0,261835.48,1
3559.2,5,2,12,2.1,261134.2,1
4239.2,4,2,13,10.7,307105.6,1
687.2,4,2,20,12.8,112490.66,0
604.0,5,2,17,13.1,174787.05,0
2178.5,4,2,14,5.6,220652.35,1
1169.5,3,3,10,30.4,201567.29,1
3012.7,5,2,39,10.1,267616.82,1
4628.1,1,1,38,5.1,274366.25,1
2261.7,3,1,21,10.6,102739.7,0
4302.3,1,2,47,38.3,147697.32,0
501.1,5,2,33,37.7,134193.33,0
1258.3,2,2,46,24.6,104003.69,0
636.9,4,3,7,24.4,68351.78,0
1976.7,3,3,17,18.0,201367.38,1
4586.9,4,1,10,33.1,377222.17,1
936.3,3,2,14,14.9,96399.5,0
3228.8,2,2,36,32.5,131703.22,0
2531.7,2,1,14,27.6,106317.37,0
4723.1,5,2,17,9.7,288126.96,1
1051.3,1,1,10,34.2,112549.44,0
1454.1,3,3,35,25.6,132654.03,0
632.9,1,3,19,25.4,45465.4,0
2452.7,2,2,26,39.4,30000.0,0
1750.2,4,3,25,38.8,181961.07,0
4414.6,4,1,37,25.6,228663.11,1
3222.2,5,2,48,35.2,123593.74,0
3263.4,4,1,8,9.8,311127.38,1
2893.6,4,1,14,19.5,248397.04,1
913.3,2,2,0,25.1,45030.43,0
2502.6,3,2,44,15.4,191992.08,1
4997.8,5,1,25,30.0,311938.2,1
4258.5,1,1,44,17.0,160117.77,0
4520.6,1,3,38,28.3,232785.78,1
4204.5,2,2,28,21.3,194315.79,1
963.7,1,3,25,9.1,91372.21,0
1523.5,4,3,28,38.2,90946.13,0
514.0,4,2,21,13.3,55821.29,0
1865.8,4,2,33,4.5,176808.25,0
988.7,4,2,47,3.0,116922.38,0
2627.6,2,1,2,39.6,235800.69,1
3547.1,4,1,9,17.8,214094.01,1
4435.3,4,3,26,15.8,380066.51,1
3871.5,5,2,24,32.1,323412.97,1
4723.6,2,2,0,36.7,219135.48,1
742.5,1,1,28,33.5,30000.0,0
554.8,3,1,37,27.0,30000.0,0
3476.0,5,2,3,2.4,213867.89,1
1802.1,4,1,42,7.7,185268.7,0
1640.8,3,3,6,13.9,286876.93,1
1989.0,1,2,41,3.7,112321.84,0
1714.1,1,1,36,6.8,171523.79,0
2801.5,1,1,12,36.1,102870.95,0
2480.7,1,2,24,33.1,117715.2,0
2805.9,2,1,1,39.6,118771.82,0
3527.2,2,3,17,23.4,183231.1,0
2242.1,3,1,3,16.6,136428.54,0
1630.9,5,3,45,6.4,207344.17,1
1247.9,5,3,14,12.7,102315.61,0
2072.6,1,3,27,6.7,165982.31,0
3838.1,3,2,34,27.1,220839.88,1
3905.2,2,3,28,25.8,261569.57,1
3501.1,4,1,35,22.5,225777.13,1
1553.1,3,1,37,7.6,70867.15,0
3146.4,5,3,39,25.6,241816.59,1
3068.1,1,3,46,22.5,210439.19,1
2679.2,5,2,7,34.1,234497.82,1
2974.9,5,3,16,20.7,226758.96,1
2713.1,2,3,44,28.7,195759.94,1
3044.6,3,3,25,10.5,224261.92,1
3719.8,5,1,1,1.2,246675.73,1
993.3,5,1,33,23.5,35343.2,0
3873.3,4,2,7,38.2,274915.89,1
1111.5,2,2,7,12.1,63653.88,0
799.8,1,2,22,33.4,30000.0,0
4892.4,3,1,46,24.9,283929.08,1
4806.5,4,3,0,21.3,318968.68,1
772.0,3,1,45,33.9,30000.0,0
2494.6,3,3,25,19.7,250346.51,1
1338.1,1,3,20,11.1,185475.9,0
2684.1,3,3,31,21.2,169955.07,0
4235.8,5,3,3,26.3,310806.88,1
4777.8,2,2,16,25.6,286379.11,1
3354.1,5,2,7,39.2,296168.6,1
2092.6,4,3,5,35.1,153253.9,0
3215.0,4,1,34,33.5,217727.32,1
1904.0,1,2,13,39.0,174433.98,0
4594.2,3,2,31,17.0,244675.43,1
4416.8,4,3,11,26.6,308477.41,1
3012.0,5,1,6,22.1,218775.35,1
1961.6,1,2,36,23.0,121443.72,0
1820.3,2,3,2,34.2,152076.7,0
650.4,2,2,17,10.4,30000.0,0
4171.2,2,1,23,22.4,171391.74,0
2526.7,2,2,40,7.5,101254.73,0
1963.1,1,1,3,7.9,125190.51,0
2620.0,3,2,31,13.3,162616.33,0
4184.3,1,3,31,28.6,236667.1,1
1060.8,5,2,48,19.8,42422.19,0
4359.5,5,2,37,17.0,314885.53,1
4538.8,3,3,25,28.0,271783.02,1
4760.2,2,1,18,20.8,207646.64,1
2288.7,4,3,37,7.3,254519.58,1
1477.1,5,3,24,9.1,190336.32,1
2181.4,1,3,5,22.3,168137.55,0
1998.1,3,2,37,15.5,94877.26,0
1292.7,5,2,20,31.2,147229.76,0
3232.7,4,1,31,4.7,249194.02,1
2644.8,3,1,26,37.2,193739.68,1
4395.7,1,1,24,17.0,229488.09,1
644.5,3,1,47,22.3,30000.0,0
3397.4,4,2,3,33.4,180860.48,0
3933.3,4,3,47,12.0,237160.7,1
3917.7,3,2,19,6.5,249191.06,1
4487.3,1,3,5,15.0,256267.24,1
3780.7,2,2,42,12.2,224170.5,1
4675.1,5,3,34,31.9,261709.08,1
1997.0,4,3,7,27.1,162427.85,0
2764.4,5,2,9,13.4,231122.6,1
563.4,1,1,34,1.1,45130.98,0
531.3,4,2,29,34.9,58741.97,0
1580.6,4,3,24,23.2,177082.98,0
953.6,3,1,19,31.3,72637.79,0
1671.0,3,3,8,10.8,202867.77,1
1296.7,3,2,15,19.8,147400.02,0
628.3,5,2,19,37.5,219845.26,1
4591.9,5,2,29,18.8,311447.47,1
537.0,5,1,7,31.7,185820.51,0
3812.4,3,2,9,23.2,245866.47,1
1184.7,2,3,47,31.0,67512.82,0
4605.0,3,2,25,6.9,299303.02,1
4517.6,2,3,37,36.3,273445.59,1
3442.6,2,1,28,2.7,239400.7,1
3525.1,4,1,44,25.5,148987.27,0
524.0,5,3,14,18.4,256908.1,1
4931.9,4,1,37,39.4,214418.93,1
4450.2,1,3,24,34.8,234795.95,1
4528.0,2,1,25,35.7,257340.66,1
3466.6,3,3,26,29.4,262450.33,1
2051.5,5,1,26,24.5,180060.04,0
4521.4,2,2,9,31.0,287463.31,1
1811.8,3,3,17,21.6,61184.84,0
3032.2,2,1,7,6.7,126832.99,0
948.8,3,3,17,38.6,80335.05,0
4648.8,2,3,24,7.5,251190.81,1
1133.5,1,3,5,30.6,179774.29,0
1512.0,3,2,46,8.8,96848.85,0
3011.6,3,2,46,35.0,169697.33,0
3938.4,3,2,32,37.6,306812.67,1
3287.1,1,1,4,6.8,235705.32,1
1544.6,5,2,21,15.5,102354.02,0
504.2,3,3,40,37.0,30000.0,0
3907.2,3,2,39,18.0,328130.53,1
4933.4,4,2,16,32.1,312213.91,1
4144.6,1,1,28,3.9,173453.65,0
2570.9,4,1,36,13.3,212924.87,1
4567.0,2,2,48,29.4,107228.97,0
2344.3,1,2,41,23.5,115615.08,0
2862.2,5,2,17,35.5,217202.56,1
2647.1,5,1,34,26.7,156699.2,0
2514.3,1,2,34,30.2,68795.19,0
3988.4,3,3,14,31.7,210246.33,1
2870.5,1,2,3,10.0,193337.58,1
1925.2,2,1,31,4.5,92580.87,0
1661.7,2,1,18,30.2,84444.65,0
669.9,1,1,8,11.6,30000.0,0
3124.4,3,1,6,18.1,238336.61,1
1534.8,5,1,8,23.5,189508.49,1
1166.6,5,1,40,7.3,113870.28,0
3442.2,4,3,30,29.0,175789.95,0
3565.4,1,1,35,20.3,177377.27,0
3884.7,3,2,43,33.1,169684.22,0
2766.1,2,3,47,27.1,174126.99,0
4523.2,1,2,4,37.4,272662.15,1
4713.5,4,2,6,37.6,302122.64,1
4133.2,3,1,40,28.0,284381.09,1
3360.2,5,2,13,1.3,290758.64,1
1866.7,3,1,2,3.0,148094.95,0
4923.3,3,1,28,33.9,308497.48,1
1733.6,5,2,6,32.9,206986.66,1
1412.0,3,2,28,6.4,50365.0,0
2489.7,5,1,44,14.5,202403.44,1
755.8,2,3,14,36.1,149623.77,0
4903.2,3,1,18,25.6,138665.23,0
3148.0,2,2,48,29.7,69372.37,0
3006.3,1,1,35,12.5,38590.16,0
3451.1,1,3,22,19.8,190098.82,1
2736.6,5,3,42,7.3,188990.63,1
644.3,5,1,15,3.9,253593.39,1
3255.4,4,2,7,36.2,122507.98,0
3722.8,3,2,37,34.9,272051.6,1
2375.4,1,3,39,2.2,157027.94,0
3907.8,3,3,49,27.1,222582.08,1
1521.5,2,2,14,14.0,148525.64,0
1495.7,4,3,6,8.2,206737.29,1
1226.4,4,3,3,20.1,214291.29,1
2174.0,2,1,10,36.6,124525.21,0
4311.6,1,2,8,11.7,223205.51,1
4225.6,4,2,30,7.8,239493.04,1
2222.7,2,1,20,31.0,155591.1,0
3151.0,5,3,40,34.1,253405.72,1
3743.7,2,1,5,10.2,198075.79,1
1585.4,1,3,42,22.9,160667.7,0
1256.6,3,2,32,22.6,30000.0,0
4874.4,2,1,31,6.6,161950.93,0
3279.0,2,2,37,11.0,221665.73,1
4916.4,4,3,8,27.2,457289.73,1
2019.9,3,2,36,24.6,44893.76,0
3663.6,5,1,25,24.3,185144.27,0
1501.7,3,2,27,37.4,142625.0,0
1675.4,3,2,29,34.8,134988.97,0
2803.6,3,1,26,10.1,124192.1,0
1938.3,2,2,0,13.6,179087.95,0
1254.3,2,2,6,7.3,167258.79,0
1683.0,2,3,38,11.8,100134.23,0
660.9,3,1,25,37.8,71642.63,0
3669.9,2,2,36,34.6,287585.84,1
2714.5,2,1,12,22.9,146123.49,0
924.1,3,3,23,5.0,186721.07,0
1272.6,5,3,23,15.0,134731.13,0
961.4,2,2,13,2.0,96337.55,0
3256.7,4,1,0,3.1,245594.18,1
923.9,4,2,41,2.6,103386.69,0
3894.3,4,1,2,17.6,253683.98,1
592.3,3,1,38,31.7,119014.16,0
1622.2,5,2,19,7.2,261828.65,1
4508.0,5,3,29,6.1,410869.31,1
3733.4,2,1,4,3.9,179008.36,0
828.4,5,1,49,24.1,30000.0,0
4195.1,3,3,42,29.3,322865.03,1
2718.7,2,2,7,18.3,156913.37,0
4310.5,3,3,6,38.9,233174.12,1
3203.3,4,1,28,35.7,275620.48,1
3568.2,3,1,35,21.8,191498.03,1
4970.8,4,3,16,13.6,221893.77,1
1545.5,1,1,27,32.2,148503.6,0
3307.8,3,3,49,30.2,165861.79,0
2571.4,4,2,36,35.4,190501.11,1
677.5,5,1,15,37.3,117958.49,0
565.1,2,1,17,8.9,30000.0,0
1036.5,1,1,16,2.2,46614.27,0
3420.9,4,3,22,18.8,300884.3,1
3052.2,2,2,44,25.0,180972.86,0
