years_experience,education_level,age,performance_score,city_tier,salary,high_earner
1.4,3,39,4.54,3,43449.64,0
18.8,5,21,4.34,3,122557.52,1
7.7,1,57,0.4,3,47360.47,0
11.6,5,55,4.91,1,93292.98,1
16.6,1,24,4.82,3,77781.58,0
2.2,3,58,3.17,1,23775.8,0
0.6,5,25,8.99,3,70553.65,0
29.8,1,28,3.48,3,137845.17,1
12.9,1,58,7.29,2,63378.14,0
20.9,4,46,4.57,1,145690.67,1
6.0,5,21,3.37,2,75206.73,0
6.9,4,48,9.39,2,92885.88,1
0.6,1,31,4.73,3,31983.91,0
20.8,4,53,9.6,3,131529.3,1
24.1,2,48,9.79,2,137359.65,1
20.6,3,43,7.59,2,112397.75,1
14.7,2,21,7.93,2,81372.42,0
25.1,3,43,1.55,1,113503.53,1
2.8,3,38,4.42,2,61820.32,0
15.0,1,58,1.74,1,66750.17,0
19.2,1,27,9.35,1,109169.46,1
25.3,2,35,1.48,2,122320.67,1
1.4,4,53,2.99,2,48255.32,0
27.9,5,50,7.93,2,163695.17,1
7.4,3,27,6.95,2,76628.67,0
3.6,5,47,7.98,2,71808.25,0
5.2,3,36,5.52,3,56021.93,0
28.3,4,38,4.73,1,149141.99,1
11.9,3,22,0.62,2,82834.94,0
28.1,1,42,0.16,2,113939.27,1
8.7,4,34,1.39,3,78891.19,0
4.3,2,47,2.94,2,45666.92,0
5.2,3,22,2.01,3,41932.98,0
4.2,1,59,0.42,3,34642.7,0
23.7,5,55,8.54,1,144112.67,1
4.7,4,42,6.18,3,56022.56,0
13.9,3,50,7.82,2,90219.8,0
14.6,3,46,6.65,1,96982.63,1
4.0,4,40,0.54,3,50102.79,0
10.2,2,44,2.4,1,60223.42,0
4.0,4,59,6.91,3,66785.27,0
16.5,3,32,6.33,2,119028.49,1
13.7,4,59,8.9,1,107556.09,1
23.1,2,35,8.94,2,126347.49,1
18.5,2,49,6.85,1,107685.64,1
16.5,2,42,3.85,1,86833.51,0
0.8,5,32,1.4,1,41253.08,0
9.2,2,57,5.5,1,60614.67,0
22.5,1,24,6.18,1,107900.55,1
20.6,4,20,3.63,3,106534.55,1
28.6,4,40,6.72,2,166146.15,1
20.8,4,25,9.68,3,114345.25,1
2.4,2,36,2.69,1,20000.0,0
9.9,4,25,1.82,3,70850.57,0
5.3,3,36,4.19,2,38588.64,0
28.3,1,39,1.79,3,124052.2,1
13.3,3,26,2.31,3,79435.34,0
17.9,1,41,2.77,3,84072.45,0
13.2,2,44,4.99,2,64112.45,0
11.9,5,47,3.83,1,108535.12,1
10.3,5,22,3.88,1,95927.7,1
27.5,4,51,5.78,2,155668.71,1
27.5,5,47,7.47,2,168279.92,1
7.9,5,34,4.28,3,79952.96,0
18.4,5,23,6.69,3,117873.32,1
6.6,2,38,1.71,1,44520.72,0
26.2,1,26,3.19,2,109917.75,1
11.5,5,37,9.42,2,108014.01,1
17.0,1,51,0.29,3,81421.87,0
3.3,4,32,1.7,2,37757.99,0
15.3,5,49,7.25,1,124005.69,1
13.2,1,23,7.8,1,83070.59,0
21.4,2,21,9.83,3,104420.75,1
21.6,3,36,0.17,3,98071.95,1
12.3,4,45,7.02,3,95521.7,1
6.2,2,44,5.18,2,54965.76,0
14.7,5,54,6.78,1,111616.82,1
10.4,4,51,5.12,1,73051.03,0
23.3,1,39,5.93,3,127958.98,1
16.7,1,36,9.88,1,102214.59,1
16.0,2,36,8.95,1,82980.55,0
23.0,2,23,9.81,3,139300.23,1
8.6,2,43,2.89,3,61760.99,0
22.0,1,26,3.42,3,96824.98,1
11.0,2,26,5.0,2,79666.05,0
29.7,5,45,8.15,3,163156.27,1
10.8,1,54,1.75,3,46602.41,0
28.2,4,36,2.0,3,140687.18,1
25.3,2,26,2.32,2,119405.99,1
28.6,2,58,4.93,1,147841.55,1
24.7,1,28,9.36,3,116419.41,1
20.7,4,51,4.01,1,134145.74,1
29.0,4,49,6.59,1,164183.12,1
17.2,2,40,3.65,3,89401.1,0
6.8,1,29,7.73,1,64012.81,0
11.7,3,37,6.29,1,82287.38,0
19.1,2,37,4.25,1,104891.42,1
4.8,5,38,5.21,2,72468.75,0
16.8,1,32,1.2,2,88261.49,0
6.4,3,49,6.9,3,60119.97,0
6.4,2,30,4.71,3,26881.68,0
5.4,4,53,4.59,1,58377.26,0
2.3,5,55,6.7,3,56852.75,0
27.5,5,46,8.97,1,196024.6,1
26.4,5,54,3.5,2,151062.52,1
18.3,4,37,1.21,3,91658.36,0
15.2,2,34,6.05,3,86615.78,0
7.1,5,50,7.51,2,83251.48,0
2.6,4,55,7.46,1,51219.02,0
17.5,5,55,2.86,2,122879.51,1
29.0,5,51,2.17,1,161461.5,1
21.0,4,52,8.38,1,121986.26,1
28.3,5,44,0.2,2,154635.07,1
11.6,5,30,8.23,3,96974.14,1
8.1,5,26,9.55,3,91460.69,0
25.6,5,42,4.68,3,140657.57,1
6.1,4,24,5.53,2,47191.74,0
5.7,4,37,0.53,2,55601.47,0
28.2,1,43,0.82,1,119392.73,1
28.2,5,33,7.55,2,173643.18,1
28.9,4,20,9.88,3,163682.92,1
8.8,1,54,0.49,2,41205.28,0
28.8,1,35,8.38,2,140093.62,1
16.5,2,47,2.42,3,94476.04,1
18.6,3,46,5.99,1,108404.15,1
20.3,3,22,6.43,1,90639.25,0
8.3,2,40,8.97,2,56231.18,0
6.1,3,57,1.52,1,58428.43,0
6.6,5,43,5.6,2,77690.23,0
19.1,2,50,2.84,1,111875.04,1
15.0,2,45,0.79,1,91851.52,1
20.8,5,47,0.19,3,116268.18,1
7.3,4,36,6.87,2,78917.51,0
1.4,3,53,1.86,2,39344.15,0
23.2,4,35,1.78,3,114384.73,1
29.1,4,44,2.31,2,150446.22,1
22.5,4,30,0.09,1,100334.32,1
23.2,5,35,7.87,3,159949.04,1
16.4,5,24,4.29,2,118391.19,1
4.3,5,38,8.3,1,89842.97,0
28.0,5,48,9.56,2,166379.23,1
8.4,4,32,3.07,2,49995.52,0
2.6,2,40,1.93,3,20000.0,0
16.0,4,46,7.66,3,125062.63,1
12.3,2,45,1.92,3,84724.78,0
16.3,3,24,0.63,1,109815.14,1
24.7,5,38,8.46,3,163600.51,1
1.8,1,57,0.17,2,20000.0,0
6.0,2,26,8.03,2,41781.44,0
6.2,3,50,6.62,3,56772.99,0
28.0,5,50,5.14,3,158774.89,1
28.5,5,32,6.4,1,154195.85,1
24.3,3,54,4.2,1,129358.21,1
9.1,3,42,5.73,1,51118.19,0
17.6,2,28,7.33,3,124446.07,1
9.1,5,27,1.54,1,74075.77,0
22.8,5,50,0.92,2,133162.35,1
13.2,3,28,2.43,1,83233.71,0
25.6,3,26,7.66,1,113185.18,1
14.7,1,44,1.51,2,57599.25,0
25.7,3,39,7.44,3,129836.59,1
27.8,5,31,6.25,1,158550.06,1
24.5,3,23,0.06,2,111355.1,1
11.4,1,44,2.77,3,61890.44,0
16.5,4,57,1.26,2,92598.48,1
18.6,1,45,5.03,2,76015.63,0
6.0,1,21,7.39,2,56064.73,0
25.8,3,24,4.5,1,111661.51,1
15.2,2,39,1.82,2,94826.57,1
9.4,2,33,3.69,3,47661.7,0
23.6,3,42,7.92,3,136115.04,1
24.1,2,57,3.17,1,118103.81,1
12.7,1,46,4.07,1,52122.03,0
28.0,4,48,4.08,2,178117.2,1
11.5,4,22,5.0,1,93588.63,1
21.7,5,45,3.0,3,129287.26,1
22.5,4,38,1.42,3,91989.56,1
24.4,3,30,5.54,3,142065.03,1
3.3,2,40,2.83,3,33824.04,0
13.0,3,38,9.99,2,97745.04,1
11.8,1,21,0.38,3,55741.53,0
16.9,4,43,9.47,3,121999.48,1
24.1,1,59,8.99,3,102039.39,1
23.5,4,45,4.78,1,137720.57,1
9.3,1,24,5.72,3,41811.57,0
11.5,4,41,2.34,1,89593.19,0
15.2,3,23,4.5,1,96732.53,1
17.3,3,22,4.51,3,101662.8,1
13.0,4,52,4.89,2,73984.65,0
3.7,3,45,5.29,2,41987.38,0
15.1,1,43,0.95,1,81934.57,0
24.9,1,38,2.38,2,132453.4,1
22.2,5,55,0.48,2,143387.01,1
14.5,4,47,9.89,1,89384.7,0
26.8,3,41,8.83,1,146102.22,1
15.6,2,36,0.13,2,60294.43,0
19.0,3,55,5.09,2,98095.02,1
20.9,4,46,6.34,2,139835.04,1
7.8,4,33,7.89,2,91074.41,0
16.4,4,55,9.05,2,133741.99,1
28.7,4,39,5.68,1,170979.48,1
3.1,2,59,0.95,3,20805.94,0
25.6,1,28,2.76,1,105019.52,1
7.1,2,21,1.73,1,48316.4,0
7.6,5,58,6.65,2,83428.59,0
29.0,5,58,9.6,1,161643.99,1
7.4,1,25,6.16,1,43664.94,0
19.0,3,40,0.47,3,116257.38,1
15.3,5,58,4.09,3,117150.24,1
27.6,1,53,8.0,3,123266.22,1
2.9,2,36,7.08,3,46123.94,0
14.4,3,50,1.22,2,81773.66,0
29.7,5,52,7.78,3,165494.84,1
29.9,5,53,2.24,3,167636.09,1
27.3,5,25,4.97,1,161997.86,1
9.2,5,36,3.18,1,68023.61,0
16.9,2,46,8.86,1,101991.36,1
12.2,5,52,2.36,2,82077.26,0
24.0,4,34,0.42,2,126534.25,1
2.5,4,32,8.31,3,62159.27,0
8.4,2,54,0.07,2,39621.25,0
27.6,2,58,1.99,3,123556.81,1
29.0,4,36,4.97,3,154469.39,1
13.8,2,26,4.84,1,95742.26,1
17.1,2,53,4.69,3,88858.58,0
29.8,4,59,6.83,1,160906.28,1
24.5,3,55,9.46,2,138317.46,1
19.5,3,33,0.51,1,79211.79,0
18.3,1,31,8.02,2,77165.72,0
8.2,5,54,8.04,1,104783.77,1
17.2,1,39,1.19,1,75039.83,0
2.9,4,26,3.84,2,59416.45,0
10.8,3,32,1.19,1,71162.63,0
26.0,1,58,1.33,3,112021.11,1
18.7,1,39,2.39,3,72651.99,0
19.1,1,45,2.93,1,101676.29,1
6.3,3,40,3.37,1,49315.74,0
13.0,1,48,9.29,2,76995.17,0
11.3,1,55,9.66,3,74665.42,0
20.1,3,50,1.94,3,112932.9,1
7.7,3,45,0.95,1,40036.44,0
13.2,2,39,8.82,2,92085.85,1
0.6,4,40,1.78,2,49803.64,0
23.0,1,55,4.08,3,102658.37,1
5.1,3,28,5.11,2,60264.63,0
13.6,5,41,1.01,1,84791.33,0
1.1,3,25,1.96,3,33505.56,0
5.2,5,27,6.22,2,67257.85,0
17.7,3,29,7.43,1,118643.09,1
6.3,5,39,2.98,2,59861.8,0
24.8,2,40,6.87,3,119347.66,1
11.2,4,58,0.41,2,60515.36,0
1.3,5,42,9.41,1,72899.37,0
25.4,3,58,4.92,2,135548.53,1
4.1,5,45,6.84,1,60556.87,0
13.5,3,52,2.37,1,97897.14,1
15.2,3,27,4.41,2,106906.46,1
9.2,3,40,6.48,1,90057.8,0
7.3,4,34,6.51,3,82251.1,0
1.8,2,39,6.8,2,30710.56,0
26.3,2,22,2.99,3,119475.42,1
16.3,1,26,9.95,2,87521.62,0
29.5,3,21,3.83,3,145072.74,1
8.9,5,37,7.8,3,82323.31,0
1.2,4,33,4.53,2,50595.49,0
4.6,3,42,1.48,2,24856.03,0
0.3,2,22,0.36,1,20000.0,0
17.0,5,50,8.72,3,112015.51,1
6.5,1,28,0.83,1,20000.0,0
0.6,2,54,1.84,3,20000.0,0
12.5,2,50,4.86,2,79307.4,0
20.2,1,43,5.58,3,72937.92,0
3.2,2,46,2.49,1,30438.09,0
12.7,4,49,6.37,2,91456.33,0
12.1,4,45,7.9,1,96029.93,1
8.2,4,29,4.72,1,76343.86,0
1.9,1,33,2.36,1,20000.0,0
20.2,4,35,3.28,2,119760.79,1
12.2,4,40,5.65,1,89826.22,0
17.0,1,30,2.92,3,79417.99,0
15.5,4,41,4.02,1,97947.31,1
22.8,3,55,0.07,2,111598.29,1
4.2,3,44,9.45,3,52441.3,0
25.7,2,36,0.35,2,113469.48,1
5.7,4,51,5.07,3,45784.04,0
6.8,2,48,9.67,1,64010.07,0
17.1,1,44,4.19,1,91811.72,0
22.1,2,44,3.18,2,113338.83,1
8.6,3,20,6.24,3,46125.49,0
28.5,1,39,2.64,1,123758.71,1
16.2,5,56,7.31,1,107790.25,1
14.5,2,46,2.47,2,62872.37,0
10.6,5,26,9.65,3,113716.17,1
23.7,5,31,3.89,2,142807.26,1
8.6,2,37,0.37,3,52378.0,0
3.4,5,52,3.54,1,58881.79,0
1.9,2,59,7.79,3,44094.43,0
9.6,2,42,5.48,3,64431.17,0
27.9,3,37,1.51,3,145283.92,1
18.2,1,46,1.32,3,83239.79,0
3.7,3,44,4.68,1,51893.04,0
5.9,2,55,9.06,3,40552.55,0
17.5,1,45,6.49,1,93514.72,1
16.8,4,27,6.71,3,121980.64,1
24.3,3,45,9.66,2,139013.14,1
22.2,4,29,5.88,3,133863.69,1
11.8,2,25,6.3,1,75364.88,0
24.9,2,34,9.69,3,140221.29,1
12.4,4,45,8.44,1,107255.14,1
10.9,4,50,9.43,1,94626.56,1
2.2,4,42,4.36,1,48633.75,0
5.0,1,55,0.64,3,37254.99,0
11.8,1,47,4.26,3,73282.84,0
21.6,5,21,5.62,2,139028.58,1
1.6,4,26,8.39,1,64607.43,0
0.5,1,47,2.31,1,24868.58,0
10.4,2,45,9.83,1,79627.51,0
5.5,3,23,7.49,3,74357.61,0
15.7,5,38,9.43,2,122823.2,1
23.8,5,29,3.82,3,131644.52,1
8.5,3,25,1.06,1,64799.99,0
22.5,1,48,6.77,1,119463.87,1
2.6,3,50,7.02,2,25166.84,0
6.1,2,26,9.49,2,60082.88,0
10.2,5,27,4.47,1,101467.41,1
29.7,1,40,6.8,1,134520.06,1
5.4,1,37,1.49,1,20000.0,0
21.5,2,55,5.03,1,108360.45,1
19.1,5,45,3.26,1,106400.72,1
22.1,4,36,3.45,1,117014.48,1
20.4,5,48,2.88,1,120611.63,1
9.0,5,53,6.79,1,98415.99,1
29.0,4,28,0.02,2,141849.03,1
3.8,1,32,7.68,1,37591.72,0
11.6,1,49,5.57,2,85749.06,0
2.8,1,53,0.31,2,20000.0,0
13.2,2,27,0.23,2,60458.77,0
20.3,5,37,0.51,2,123286.27,1
6.1,3,31,1.42,2,63252.5,0
26.1,2,45,3.71,3,131359.06,1
2.8,5,55,0.12,3,28723.71,0
13.3,5,59,7.7,2,105588.65,1
14.6,3,58,3.13,3,90584.49,0
12.9,4,24,1.9,3,80675.45,0
23.6,3,49,2.03,1,102512.52,1
19.9,2,58,1.94,2,85073.07,0
12.2,2,23,0.26,2,54327.64,0
28.8,3,43,7.99,2,150035.02,1
10.8,2,50,2.96,1,56972.24,0
21.5,1,36,1.01,2,106109.08,1
20.2,2,25,8.82,3,108671.81,1
12.0,4,50,5.79,3,70871.55,0
6.7,4,47,8.53,2,85387.94,0
14.0,5,24,9.18,2,123852.71,1
3.7,1,43,3.82,1,34014.32,0
18.3,1,21,1.42,2,78549.82,0
3.6,2,30,1.9,3,41402.69,0
22.1,4,47,2.69,3,138558.41,1
16.5,2,22,3.93,3,85567.49,0
1.5,5,44,9.56,2,56198.51,0
24.6,2,43,6.5,2,133962.0,1
13.6,1,42,5.4,3,73121.15,0
12.2,3,54,7.24,1,79454.91,0
17.6,2,45,8.1,1,105799.17,1
18.1,1,45,7.59,1,111087.94,1
10.8,5,52,4.17,1,76214.02,0
15.8,3,59,9.93,1,111986.86,1
12.7,2,50,9.84,2,65298.99,0
3.9,2,22,7.43,1,49054.69,0
5.8,3,27,5.9,3,42658.7,0
28.1,3,22,1.62,3,128878.37,1
4.1,4,54,8.84,2,45390.41,0
18.7,4,26,5.93,3,114194.69,1
15.6,1,33,0.53,2,80311.51,0
4.5,3,25,0.53,2,20540.42,0
0.6,1,29,6.85,1,20000.0,0
24.6,2,32,5.96,1,138289.41,1
23.7,4,26,5.06,3,142049.24,1
1.1,5,41,1.04,1,42559.39,0
29.2,1,20,8.69,3,131432.62,1
28.4,1,35,5.27,1,139670.74,1
25.2,5,37,5.51,1,152472.72,1
20.3,3,45,2.16,2,96112.5,1
9.6,1,26,6.35,3,51497.04,0
28.4,1,21,4.04,2,137461.42,1
1.6,4,35,9.0,1,44052.06,0
0.6,5,44,8.62,2,60664.47,0
24.1,5,54,5.26,1,164744.13,1
26.1,1,33,9.02,1,118489.4,1
22.2,5,56,5.0,2,137734.6,1
8.3,5,56,7.57,1,87347.74,0
25.0,5,44,5.07,2,137963.8,1
0.3,5,55,5.52,3,65409.74,0
6.0,2,54,4.67,3,43877.63,0
16.9,4,37,9.33,1,103506.98,1
10.0,3,46,9.67,2,93937.5,1
15.2,1,34,7.09,2,86481.07,0
25.4,2,30,0.52,2,118642.57,1
16.3,3,37,6.53,3,91343.95,0
17.8,5,32,6.57,2,114972.39,1
9.7,4,53,8.93,3,80589.75,0
12.3,2,27,1.26,1,51147.5,0
22.5,5,30,1.8,1,123061.68,1
2.4,3,33,4.34,1,48779.2,0
10.3,3,29,7.77,3,76258.46,0
9.5,1,34,3.56,3,41342.2,0
17.0,2,41,6.3,3,98280.45,1
1.1,4,55,4.34,3,28043.49,0
24.4,4,58,9.33,3,137032.96,1
28.9,5,27,0.97,2,155309.42,1
12.0,1,49,2.0,1,63115.09,0
27.5,4,48,8.19,1,153368.65,1
21.5,1,25,2.91,1,90362.38,0
19.7,4,50,0.66,1,107395.24,1
9.2,5,20,0.44,2,69818.37,0
3.9,2,23,7.28,3,39372.92,0
21.3,1,54,9.58,1,97460.8,1
26.3,5,34,7.57,1,149907.76,1
17.6,1,43,2.7,3,76381.02,0
16.9,3,56,1.7,1,100857.1,1
11.9,1,42,5.53,2,53030.75,0
28.2,3,40,8.79,3,155515.62,1
22.9,2,36,0.77,2,107507.58,1
15.0,4,20,2.25,1,82269.43,0
6.4,4,34,0.98,1,53359.57,0
23.9,4,54,4.34,3,127582.57,1
7.6,2,39,1.6,1,45759.2,0
19.0,5,50,0.07,1,117938.36,1
23.9,1,34,7.27,2,128484.85,1
11.7,5,52,8.17,1,102389.17,1
23.5,2,38,6.39,1,113888.65,1
0.2,4,39,1.9,1,25679.49,0
7.9,3,30,8.62,2,66682.3,0
26.3,5,58,5.86,3,159719.03,1
13.3,2,50,2.08,1,66547.21,0
13.7,1,23,2.98,2,52988.72,0
13.3,2,56,1.21,3,57395.66,0
23.6,5,45,1.47,1,142035.35,1
25.1,3,29,9.93,3,135209.58,1
23.2,2,59,2.51,1,112704.49,1
17.8,2,33,5.69,2,88119.04,0
19.6,3,51,5.29,3,114887.13,1
25.8,1,31,6.22,1,132187.7,1
17.9,1,58,9.71,3,109479.77,1
25.7,4,42,1.24,2,89162.63,0
6.8,5,53,7.16,2,79979.59,0
19.5,2,57,7.01,2,92391.98,1
21.7,1,40,7.41,3,111814.43,1
0.8,5,36,5.77,1,60005.94,0
25.7,3,21,4.11,1,134275.85,1
16.4,4,56,1.67,2,110760.71,1
14.8,3,44,0.14,2,78872.59,0
4.2,1,49,5.13,2,43884.91,0
17.2,2,57,7.83,3,97357.07,1
8.5,1,55,1.34,2,41206.15,0
17.8,4,39,4.13,1,109114.04,1
24.4,3,22,5.94,1,126808.66,1
13.2,2,49,5.88,1,66244.68,0
14.3,5,34,0.41,3,93742.82,1
10.5,3,32,5.92,2,70855.26,0
19.7,5,24,6.8,2,116850.62,1
9.7,4,26,1.09,2,64213.1,0
23.2,4,42,5.95,2,155480.53,1
0.6,5,34,3.94,3,56183.06,0
3.6,2,41,5.5,3,46826.66,0
11.4,5,56,5.18,2,75505.61,0
10.7,2,34,3.73,1,63491.56,0
29.0,1,53,6.3,2,116938.26,1
17.0,5,37,9.59,3,116276.65,1
21.2,1,36,9.17,2,117763.26,1
8.8,3,33,0.94,2,63027.75,0
25.6,4,28,0.26,2,141882.07,1
15.8,2,27,4.72,3,63512.64,0
7.7,5,20,6.92,3,89046.49,0
16.5,5,51,0.26,1,103482.9,1
17.6,1,30,7.01,3,95603.02,1
17.8,5,22,2.95,3,121077.81,1
1.0,2,54,4.6,3,20000.0,0
22.4,1,52,2.0,3,118718.86,1
8.2,3,30,5.64,2,48620.81,0
27.6,3,57,1.03,2,126796.94,1
5.1,3,21,2.05,2,48480.46,0
0.8,3,33,7.82,3,21621.51,0
25.7,2,59,3.94,3,121266.08,1
28.4,1,50,2.59,2,123763.08,1
8.4,2,30,9.66,1,66461.64,0
1.5,2,44,8.77,1,20139.26,0
3.2,4,58,4.77,1,65942.98,0
19.4,5,58,1.85,1,102714.63,1
6.3,1,36,3.65,1,46348.5,0
20.5,1,29,6.25,1,94096.83,1
15.1,3,35,4.87,1,86120.92,0
28.1,4,50,0.73,2,142695.7,1
17.1,3,27,3.19,1,92421.87,1
7.7,5,36,3.4,1,93394.32,1
29.5,3,28,0.61,3,142634.23,1
14.7,1,24,4.09,1,80620.17,0
14.0,1,55,4.47,3,84437.74,0
29.1,4,24,7.67,2,136365.5,1
28.7,1,31,2.65,3,114750.68,1
1.1,1,37,1.32,3,20000.0,0
7.6,5,50,3.64,1,78093.11,0
2.3,5,58,8.8,3,63443.87,0
4.8,5,25,9.68,1,86455.64,0
26.8,1,59,8.2,1,138045.92,1
24.5,1,28,9.85,1,117624.83,1
2.8,1,52,3.97,3,21019.63,0
9.2,5,39,3.37,3,67798.65,0
3.4,1,21,1.81,3,24445.59,0
11.0,3,25,4.56,1,75975.0,0
27.8,3,22,1.72,1,143406.5,1
25.9,1,28,8.67,3,136759.02,1
14.7,2,44,9.19,1,88525.6,0
13.8,3,32,7.88,3,93102.23,1
23.3,1,49,1.81,1,107644.78,1
3.8,3,47,9.1,2,63906.36,0
10.0,2,57,0.27,2,39452.1,0
29.7,1,37,1.08,3,141742.84,1
17.4,3,30,6.2,2,89386.44,0
1.2,1,49,6.51,3,20000.0,0
16.9,1,38,5.0,1,79071.98,0
6.2,3,33,5.8,3,47575.36,0
21.0,1,37,0.67,1,84772.38,0
22.2,2,57,4.62,2,113206.24,1
5.5,1,21,5.34,3,37711.73,0
17.5,1,55,2.88,1,87888.34,0
15.9,1,40,6.01,1,74039.51,0
24.2,4,20,9.61,2,142552.58,1
9.6,1,51,1.57,2,32966.13,0
18.7,1,24,1.61,3,84501.59,0
15.1,1,52,5.81,2,91530.8,0
15.2,1,39,7.3,1,89910.57,0
10.4,3,42,7.9,2,83815.71,0
1.2,4,51,7.45,3,38090.46,0
19.2,3,49,6.38,1,109866.86,1
25.1,4,37,4.1,3,134455.61,1
11.8,2,38,9.18,3,80329.77,0
28.9,1,43,5.87,3,120750.65,1
20.0,1,47,6.29,2,90091.18,0
4.9,1,32,1.46,2,40303.67,0
4.5,5,41,0.63,3,57199.47,0
29.7,3,38,0.23,3,161826.01,1
5.8,2,53,4.57,1,55996.74,0
20.2,4,34,8.7,1,133371.84,1
29.1,3,54,1.89,1,134991.31,1
22.9,3,39,9.26,2,147271.81,1
9.2,4,34,0.74,3,56681.35,0
4.2,3,58,7.8,3,45497.96,0
10.7,2,36,3.63,1,74438.08,0
0.8,4,39,4.59,3,38702.1,0
21.2,2,45,6.2,2,114748.18,1
25.0,5,40,4.93,1,163029.62,1
14.7,2,31,8.65,3,92549.34,1
18.1,2,45,1.83,2,100226.27,1
2.0,4,37,3.02,1,59493.32,0
29.4,5,52,4.57,2,165121.98,1
15.5,1,22,5.29,2,86584.18,0
16.8,4,36,9.61,1,133140.66,1
4.9,3,48,5.56,3,47357.76,0
5.3,4,37,6.39,3,53129.06,0
18.5,5,56,3.57,1,132851.14,1
9.4,1,37,7.93,1,55509.44,0
26.7,5,40,4.89,2,152168.11,1
3.0,2,40,1.89,2,35475.03,0
26.9,3,26,5.01,1,136035.69,1
24.7,2,45,8.46,1,131381.64,1
7.8,3,56,2.36,2,68568.97,0
0.6,4,20,9.24,3,56964.52,0
1.4,1,30,1.37,3,20000.0,0
13.6,5,27,2.55,3,95387.72,1
16.4,3,42,9.48,3,105491.37,1
22.3,4,52,8.67,3,148024.94,1
28.3,3,38,9.61,1,154488.36,1
4.8,4,44,4.32,3,54277.67,0
13.8,5,39,9.07,1,121153.29,1
1.8,4,31,1.45,3,33873.21,0
25.7,4,42,9.23,3,142103.88,1
6.5,5,57,6.38,2,71434.97,0
7.4,4,43,7.76,1,76498.08,0
7.3,3,22,3.5,2,77017.15,0
22.4,2,43,7.93,2,104955.17,1
10.5,5,31,1.85,3,77477.92,0
23.5,1,23,9.26,3,112033.68,1
8.8,1,30,0.55,3,44196.89,0
11.8,2,21,7.26,3,76479.89,0
29.6,3,34,1.45,2,146507.68,1
10.3,1,52,8.45,3,56609.1,0
27.8,2,31,3.99,3,138299.59,1
21.0,4,56,4.06,3,125676.41,1
8.9,4,32,4.55,2,77199.53,0
20.6,3,59,5.86,1,106576.7,1
20.9,2,56,7.02,1,112043.28,1
25.0,3,48,8.12,3,142116.9,1
22.2,5,23,1.58,2,122323.93,1
21.3,2,59,9.3,2,108240.35,1
22.6,5,32,7.19,3,132370.79,1
25.5,2,35,8.42,1,135026.77,1
20.6,2,28,3.81,3,86232.15,0
15.1,4,57,6.32,1,113639.6,1
19.5,5,33,9.04,3,117492.75,1
25.6,2,27,2.03,2,105954.99,1
0.2,2,31,1.27,1,27491.02,0
1.3,4,24,7.47,1,59709.18,0
15.3,5,36,8.64,2,106773.71,1
3.9,3,43,3.58,1,55913.48,0
8.7,2,37,4.19,1,52357.46,0
16.4,4,32,6.08,2,94742.15,1
20.5,2,37,4.29,2,106803.39,1
1.2,5,57,2.29,3,44484.79,0
27.0,5,53,1.1,1,147038.22,1
10.8,1,41,0.37,1,36772.37,0
25.6,3,30,6.13,3,148537.45,1
1.3,4,42,1.6,2,53708.1,0
14.0,2,34,0.5,1,65249.95,0
17.5,5,54,5.65,1,124979.38,1
24.2,4,38,1.42,3,123393.66,1
18.2,2,55,4.77,1,108786.15,1
9.5,2,36,2.23,3,62160.32,0
19.6,2,33,0.95,2,95257.52,1
28.4,4,39,9.36,1,166874.6,1
6.3,1,30,8.55,1,56543.73,0
24.1,1,39,3.59,2,87338.4,0
14.9,4,30,3.49,2,106483.47,1
16.1,1,36,5.29,3,87615.67,0
19.4,1,34,8.07,2,96696.48,1
25.5,2,40,6.06,3,116703.61,1
26.8,1,39,3.25,3,113790.17,1
22.2,1,59,9.43,2,109253.71,1
6.9,1,44,9.47,2,47356.27,0
21.3,1,33,6.15,3,103575.97,1
8.6,4,21,7.04,3,85327.63,0
25.2,4,38,6.24,2,144820.5,1
24.9,4,38,1.47,2,136002.29,1
20.4,3,51,1.99,3,111507.97,1
14.3,5,49,5.65,3,122921.27,1
20.1,5,57,1.16,3,121255.0,1
15.9,5,23,7.08,1,109404.69,1
6.1,2,26,3.4,1,48570.42,0
19.2,3,40,5.81,3,93795.88,1
21.0,4,44,4.67,3,118593.55,1
1.8,3,50,4.91,1,52141.1,0
27.1,1,26,6.35,1,135225.23,1
10.8,3,32,1.52,2,65941.56,0
7.2,1,30,7.5,1,52689.75,0
15.3,4,45,8.36,1,112404.97,1
3.2,1,48,0.65,1,28064.7,0
13.3,2,20,2.07,3,59197.26,0
18.4,5,44,4.58,1,127194.56,1
8.6,2,25,2.92,1,53374.32,0
1.2,3,54,1.14,3,20000.0,0
22.7,4,31,6.43,2,126412.84,1
14.4,2,44,4.99,1,82747.37,0
28.0,1,27,0.93,2,122113.55,1
5.2,3,27,5.19,2,47167.34,0
26.2,5,38,7.25,1,176506.02,1
7.4,5,29,7.25,2,79100.82,0
13.9,5,57,8.69,2,110636.76,1
7.0,2,34,2.58,2,50405.72,0
17.8,5,33,8.65,1,116926.39,1
15.2,2,40,7.77,2,74837.27,0
4.6,2,58,2.94,2,40685.08,0
20.4,1,52,3.74,2,100297.0,1
21.5,3,22,1.14,1,127889.35,1
6.7,5,32,0.82,1,55487.51,0
17.2,4,48,0.36,1,116752.66,1
