advertising_spend,product_rating,category_score,discount,season_index,monthly_sales,bestseller
7167.5,3.44,0.93,0.42,0.43,40473.72,0
92185.2,2.02,5.9,18.02,0.6,90437.68,1
31465.89,1.9,5.11,3.33,0.82,75038.21,1
20570.05,4.12,4.92,39.38,0.51,34072.75,0
59413.71,4.85,7.81,5.98,0.25,97077.74,1
30562.71,4.03,2.4,32.36,0.8,44826.43,0
2890.31,4.0,2.17,16.95,0.2,31710.74,0
75918.54,1.8,1.36,20.38,0.12,87045.39,1
19040.8,1.32,1.85,30.85,0.69,45070.01,0
33044.33,3.38,3.75,47.6,0.83,42755.6,0
13528.02,3.2,2.0,35.97,0.18,12215.99,0
95961.79,3.14,9.78,3.78,0.18,113026.96,1
65788.68,4.39,3.71,15.46,0.33,84025.96,1
66951.83,2.33,2.63,32.11,0.27,56756.99,0
13015.42,4.38,8.04,7.11,0.2,58027.05,0
24300.17,4.71,2.08,11.99,0.49,25336.33,0
14803.25,2.68,7.14,36.45,0.19,24805.28,0
56241.13,2.53,4.91,3.09,0.74,120394.47,1
83292.63,3.58,9.9,44.45,0.27,77263.57,1
11238.42,3.13,0.91,4.91,0.82,30654.72,0
41296.22,4.98,0.69,32.54,0.77,38227.64,0
917.62,2.54,0.61,8.82,0.36,33658.97,0
47315.69,4.4,0.21,25.22,0.04,62724.26,0
20288.24,2.81,7.85,3.92,0.98,40101.92,0
28310.07,4.42,4.8,3.04,0.77,55256.01,0
38816.15,4.49,5.78,4.74,0.53,51480.01,0
58939.27,4.48,2.01,42.42,0.52,34330.09,0
29482.57,2.26,4.65,30.92,0.65,53946.84,0
63701.85,3.94,7.18,8.12,0.47,83387.49,1
87078.08,2.68,1.99,5.38,0.59,77096.67,1
88435.58,4.71,3.98,34.71,0.6,119411.12,1
64065.82,3.54,6.51,43.99,0.69,112531.54,1
71872.22,3.64,6.91,25.72,0.78,6683.25,0
4211.86,1.39,8.76,35.86,0.14,42981.51,0
93441.31,4.73,4.09,39.73,0.85,100444.94,1
18910.1,1.68,5.86,27.63,0.97,27226.98,0
69618.19,3.06,8.04,33.81,0.52,76456.8,1
35306.82,2.39,7.28,20.55,0.6,72729.89,1
52233.45,3.04,6.82,42.77,1.0,37285.93,0
71754.55,4.92,0.26,42.92,0.64,74358.26,1
95015.28,1.91,3.98,36.56,0.85,87560.19,1
45945.76,4.82,5.28,41.98,0.96,68748.53,1
84879.31,4.15,2.74,27.89,0.46,73076.67,1
17973.44,3.11,1.3,6.51,0.17,21073.43,0
65859.91,2.85,2.31,2.24,0.46,92276.78,1
22005.08,4.81,0.61,14.99,0.41,16916.48,0
23488.13,2.41,6.3,20.33,0.54,46937.24,0
93023.53,2.32,6.94,1.8,0.54,82880.13,1
94314.02,1.3,4.27,39.97,0.69,49058.4,0
96179.17,2.46,3.44,25.65,0.79,98649.76,1
20470.15,4.73,1.12,28.68,0.29,55378.19,0
12459.26,4.43,2.73,13.14,0.76,37146.11,0
33778.08,2.17,3.62,12.18,0.89,26215.18,0
52171.84,4.87,9.71,21.41,0.55,71005.32,1
97974.89,1.0,7.33,9.07,0.92,98134.27,1
39761.62,1.5,5.12,35.51,0.36,33756.69,0
19772.54,1.05,1.63,31.94,0.71,17774.67,0
26907.83,4.88,3.59,7.71,0.21,23723.84,0
61016.81,2.98,0.04,12.72,0.35,40081.01,0
76304.82,1.78,2.24,16.53,0.72,82494.57,1
50883.58,2.89,9.38,10.32,0.3,88990.58,1
96578.38,3.92,0.35,45.64,0.15,121313.04,1
89036.42,4.51,3.86,11.7,0.58,90438.3,1
50694.47,3.21,8.16,24.1,0.54,65123.17,1
35441.23,3.37,3.36,2.9,0.93,45383.15,0
7592.74,1.31,9.43,1.65,0.32,10073.93,0
6520.19,3.58,9.5,1.01,0.79,59747.68,0
97029.09,4.73,0.59,31.09,0.87,95677.45,1
84415.72,2.52,7.6,5.82,0.18,75576.64,1
55309.4,1.6,7.13,32.43,0.76,89277.13,1
93435.3,2.76,8.66,20.96,0.87,91057.28,1
35025.93,2.62,5.88,16.47,0.75,50215.49,0
57423.63,2.07,5.41,7.01,0.56,96258.75,1
35703.4,1.56,2.93,14.76,0.99,57581.66,0
89313.76,4.98,1.78,23.45,0.41,105379.37,1
30809.61,1.76,0.04,0.75,0.93,31140.46,0
71350.33,3.85,5.75,27.37,0.26,88982.84,1
48669.3,2.75,5.13,28.01,0.89,119188.21,1
79640.63,3.66,5.06,35.77,0.42,47301.17,0
32870.64,3.24,5.59,18.25,0.72,62956.31,1
91783.79,4.9,4.88,44.68,0.76,80790.12,1
35791.67,1.88,7.92,33.24,0.22,62902.49,1
99433.73,4.49,0.85,33.49,0.85,75573.9,1
42470.14,4.46,6.19,11.84,0.89,55158.58,0
47171.56,2.83,6.84,1.75,0.8,88540.1,1
77279.08,1.5,3.69,6.18,0.16,63919.97,1
833.46,1.59,2.97,3.5,0.07,1000.0,0
39184.1,4.97,0.71,29.36,0.2,34302.21,0
80417.2,1.94,8.26,23.2,0.45,86582.49,1
60758.09,1.48,7.76,29.29,0.15,60320.33,0
5838.35,4.54,3.15,1.11,0.42,49871.75,0
42517.34,4.72,4.36,27.05,0.12,106457.66,1
68273.18,2.79,0.73,15.61,0.78,54278.97,0
34949.67,3.12,0.88,4.56,0.56,47767.49,0
9730.08,3.33,2.3,1.94,0.61,67054.65,1
36705.79,1.42,5.73,38.88,0.03,36260.16,0
4729.92,1.48,1.23,26.31,0.32,1000.0,0
27258.15,4.34,3.9,1.43,0.11,29974.3,0
74998.85,1.03,8.04,15.23,0.66,67835.95,1
96933.48,4.84,7.5,35.31,0.11,132531.12,1
77540.76,3.04,4.87,20.32,0.01,86818.44,1
91319.66,1.56,9.36,18.05,0.43,127730.66,1
85484.96,1.64,5.1,3.67,0.13,71607.02,1
3007.32,3.85,3.87,18.92,0.52,20104.23,0
45527.14,3.21,0.88,7.85,0.53,26237.69,0
93395.32,3.04,8.65,34.14,0.43,98339.01,1
8495.57,4.29,9.9,45.99,0.76,50813.55,0
35839.81,4.65,3.92,22.75,0.49,74211.27,1
13367.62,4.49,3.71,37.57,0.12,15458.35,0
51769.36,3.84,8.58,42.27,0.62,138589.13,1
35908.72,4.35,6.6,26.95,0.87,41090.64,0
6136.37,3.78,1.65,14.22,0.09,30461.31,0
49904.44,1.49,6.81,35.77,0.45,61131.2,0
37034.28,4.02,8.18,17.71,0.9,47267.42,0
26682.11,1.4,8.2,12.51,0.63,54875.26,0
15546.97,4.87,5.45,33.04,0.51,92551.29,1
70139.16,2.73,5.62,43.23,0.01,82320.44,1
50386.93,3.11,2.95,4.86,0.77,54836.78,0
60474.41,2.34,8.87,31.98,0.22,38316.2,0
61877.24,3.08,9.42,39.17,0.02,77007.47,1
53350.66,2.61,4.05,24.86,0.67,84214.86,1
31507.67,4.09,8.14,17.62,0.78,61588.01,0
7138.52,4.9,0.17,7.75,0.81,24959.01,0
69767.78,3.62,9.05,7.54,0.52,108075.77,1
81937.51,2.58,9.82,32.53,0.69,137061.66,1
3562.26,4.15,3.74,0.37,0.78,46907.41,0
90856.93,3.79,9.91,25.21,0.84,130783.95,1
84388.57,2.9,4.28,22.69,0.57,67510.72,1
61411.76,1.92,9.58,7.95,0.08,66912.94,1
56204.53,3.13,7.54,26.95,0.53,65721.67,1
98289.76,1.61,0.96,13.34,0.38,97224.88,1
68210.52,4.27,3.15,21.49,0.79,93639.22,1
28455.51,4.47,5.07,25.34,0.65,46530.19,0
20432.68,1.25,9.94,22.42,0.37,56312.29,0
16405.33,4.76,5.45,36.79,0.28,41684.67,0
51091.61,2.9,1.1,2.3,0.27,62779.45,1
13678.03,3.86,8.61,24.65,0.51,59129.77,0
92180.74,2.48,4.09,1.68,0.28,63417.22,1
16424.32,1.62,0.99,46.04,0.57,1000.0,0
62972.88,1.48,2.93,7.3,0.15,52001.07,0
47022.29,4.85,4.23,22.99,0.75,50621.61,0
44637.41,4.78,6.31,33.47,0.78,52728.89,0
33429.81,3.49,1.1,8.56,0.47,41671.13,0
92412.0,3.0,1.58,11.85,0.78,91761.17,1
12439.13,1.35,6.89,47.75,0.99,70611.25,1
67448.23,4.31,9.29,20.88,0.34,106986.84,1
51177.44,1.82,1.75,37.64,0.8,71768.51,1
79158.32,4.68,7.92,43.32,0.7,113607.3,1
89419.47,4.44,5.61,22.7,0.47,75503.46,1
44786.51,3.87,4.18,19.82,0.43,36096.9,0
37247.22,1.27,5.29,17.3,0.6,56182.76,0
44884.52,2.27,8.08,21.94,0.54,54206.0,0
89090.99,4.75,7.37,32.92,0.71,84132.23,1
53301.59,4.3,0.95,40.35,0.0,52467.76,0
77266.85,1.75,1.76,41.28,0.5,71706.61,1
16385.75,4.29,7.95,28.27,0.55,28383.94,0
57753.08,3.35,1.78,36.58,0.85,51464.36,0
83251.61,1.63,6.09,18.35,0.68,94038.14,1
54476.39,1.39,6.86,40.01,0.92,73824.1,1
91249.87,3.85,6.87,0.81,0.97,87388.96,1
44688.5,4.45,4.83,39.63,0.53,55901.26,0
5939.0,1.14,4.99,3.02,0.17,41102.33,0
48739.24,2.47,1.55,21.96,0.61,32992.03,0
10843.87,1.89,6.63,19.77,0.38,23381.94,0
71049.63,3.04,2.12,11.29,0.12,76150.6,1
72191.12,2.91,8.94,14.29,0.17,132150.74,1
2551.99,4.5,4.65,11.86,0.01,67998.26,1
68055.89,3.04,2.95,38.48,0.49,56884.86,0
98044.84,3.64,2.06,33.59,0.78,114425.03,1
77276.32,3.74,3.97,9.66,0.59,89346.51,1
32892.12,1.62,1.63,19.47,0.39,29093.55,0
96003.82,1.59,0.23,30.7,0.21,42383.67,0
1648.91,3.07,5.47,27.43,0.05,41925.21,0
2617.56,2.74,4.4,32.12,0.79,7304.74,0
73935.3,4.25,2.83,0.47,0.01,92356.94,1
57069.02,3.83,4.37,26.39,0.4,62889.68,1
14083.93,1.36,7.05,0.26,0.01,26339.42,0
91451.77,4.41,0.44,6.18,0.07,104605.07,1
49785.01,4.99,0.27,25.08,0.66,71981.28,1
37448.54,1.06,3.51,25.56,0.08,23563.7,0
66278.1,2.2,1.77,8.54,0.58,60303.95,0
37836.7,1.58,6.51,22.14,0.27,35523.16,0
42117.89,3.07,6.56,49.03,0.17,73733.8,1
81456.91,3.11,8.18,33.71,0.98,86676.51,1
10028.47,3.75,5.25,6.56,0.34,5485.93,0
62598.95,4.17,8.61,44.81,0.48,75159.54,1
87018.08,4.88,7.37,16.16,0.54,126176.89,1
70674.98,2.75,7.12,46.68,0.84,69979.18,1
95289.56,3.66,3.14,21.18,0.18,77747.7,1
11223.29,3.72,0.15,32.96,0.57,24612.46,0
86795.27,1.15,4.67,17.02,0.32,26425.19,0
24067.31,3.65,5.64,3.83,0.13,55210.96,0
57525.84,2.47,7.67,14.94,0.34,66250.01,1
9558.29,4.05,2.35,35.06,0.06,7162.06,0
22583.28,1.41,9.82,12.27,0.81,61766.54,0
7457.72,1.11,1.28,15.87,0.58,1000.0,0
7993.08,4.69,6.35,13.68,0.21,29516.52,0
42738.47,2.07,6.35,10.12,0.58,61087.41,0
51507.49,1.73,3.2,8.69,0.19,33253.1,0
23086.24,1.16,7.75,39.4,0.64,8001.55,0
13765.54,3.15,7.45,37.71,0.11,39564.96,0
2204.54,3.84,9.09,6.92,0.09,48522.5,0
4525.17,2.44,7.71,44.8,0.59,12742.89,0
45910.81,1.11,3.88,37.84,0.89,30226.81,0
20424.88,2.33,7.9,28.58,0.13,11534.31,0
20595.91,4.76,3.81,44.8,0.57,30425.53,0
42418.72,1.64,9.37,36.95,0.03,36842.26,0
23541.42,3.57,4.82,24.63,0.48,49945.93,0
90350.58,4.88,5.59,11.49,0.49,113005.41,1
37599.99,4.01,5.72,8.67,0.31,48360.8,0
8730.27,4.19,0.21,29.25,0.57,5016.04,0
62856.91,2.11,8.1,4.06,0.79,67038.11,1
86902.0,1.95,2.68,34.13,0.39,100771.13,1
68181.14,1.93,4.23,0.08,0.35,112219.71,1
76696.99,1.18,1.93,20.08,0.7,46019.67,0
47696.03,3.03,6.03,40.13,0.29,79756.05,1
16092.81,1.89,6.5,41.75,0.99,50559.9,0
38223.51,2.68,2.48,13.82,0.08,78359.6,1
27999.15,1.15,0.08,36.46,0.03,39613.54,0
38372.65,3.89,0.54,32.64,0.38,58024.91,0
16613.68,1.79,6.91,49.85,0.61,6777.27,0
31731.6,4.71,3.95,5.84,0.53,61214.99,0
25029.72,4.63,2.09,28.34,0.75,48660.85,0
32082.08,3.7,6.61,42.3,0.36,53399.15,0
66500.28,1.4,8.15,39.8,0.65,86467.92,1
27281.35,1.13,7.12,3.04,0.34,30240.58,0
38458.53,4.07,5.57,17.22,0.02,29441.25,0
61425.77,3.4,8.03,6.7,0.9,94304.68,1
31123.47,1.53,2.09,11.3,0.92,52459.08,0
69529.48,4.59,3.78,11.07,0.09,55786.65,0
69768.02,1.86,8.26,38.62,0.1,32440.14,0
55670.63,2.68,7.66,43.38,0.71,59501.81,0
79412.81,4.29,2.96,18.65,0.62,108812.39,1
24182.25,1.4,4.78,39.54,0.92,1996.76,0
66277.94,4.51,7.63,41.31,0.85,85258.04,1
52391.98,3.23,9.41,19.12,0.43,103957.42,1
82810.41,3.09,6.58,37.7,0.38,104067.79,1
70128.03,3.32,7.71,7.24,0.43,67074.76,1
50677.16,1.55,9.17,14.72,0.56,92530.43,1
10586.94,1.36,8.77,13.38,0.98,17168.47,0
90297.26,3.82,8.89,21.53,0.04,98610.47,1
24851.22,3.67,0.26,6.0,0.68,32517.57,0
38395.48,2.78,4.37,47.6,0.25,46280.25,0
55522.01,3.44,2.48,47.53,0.06,46145.48,0
3239.9,4.97,1.17,25.45,0.95,39567.46,0
96960.72,1.58,3.93,34.33,0.38,76975.74,1
42307.55,4.8,1.93,6.31,0.98,61875.02,0
26423.85,2.92,2.59,0.6,0.39,45656.33,0
46649.84,3.2,3.43,7.97,0.08,52551.65,0
81303.15,1.02,3.56,3.3,0.75,63254.16,1
49950.62,1.08,4.29,5.67,0.94,65775.29,1
39917.7,2.19,0.33,44.52,0.8,18821.78,0
14510.91,2.02,2.04,10.68,0.46,33372.7,0
37164.85,1.57,1.39,24.09,0.33,33603.55,0
74142.18,4.55,5.74,21.85,0.1,78459.2,1
58201.86,3.0,1.27,36.9,0.93,47567.28,0
63542.18,3.3,3.2,38.14,0.58,46896.8,0
66460.04,4.25,2.77,18.2,0.89,82648.92,1
24126.27,4.83,4.83,14.52,0.01,39984.46,0
56938.67,1.82,9.28,35.96,0.02,9215.9,0
52703.12,3.59,8.71,39.11,0.58,83466.07,1
76481.21,1.82,5.28,11.4,0.24,54492.78,0
68816.61,1.79,6.49,47.14,0.99,70087.35,1
80534.66,3.98,0.3,12.84,0.77,95056.88,1
37867.9,3.89,8.84,48.69,0.42,20604.86,0
88950.2,1.79,2.2,17.96,0.4,63332.02,1
16688.12,3.14,0.22,34.19,0.54,30665.23,0
98344.54,1.44,1.95,23.73,0.95,144489.48,1
49460.95,1.02,1.13,4.22,0.72,35277.28,0
8745.74,2.58,7.11,24.49,0.34,15778.39,0
32824.99,2.96,9.03,13.06,0.78,73604.78,1
56401.38,3.51,9.38,35.83,0.98,93025.92,1
34286.75,3.16,6.18,49.2,0.63,30152.87,0
61618.93,4.64,4.01,21.53,0.18,28392.72,0
63038.34,4.91,1.46,9.39,0.63,85828.45,1
78230.84,1.55,6.67,37.5,0.43,48204.78,0
25975.56,2.14,4.59,45.65,0.19,62171.46,0
14254.29,3.07,5.85,31.91,0.44,10005.98,0
91267.54,3.61,5.82,44.19,0.94,108352.39,1
51287.92,3.81,4.3,9.73,0.5,89201.38,1
53928.27,4.09,9.59,43.03,0.58,85351.03,1
22623.85,2.85,6.87,5.6,0.36,83331.9,1
21534.48,2.79,5.75,45.87,0.87,66986.17,1
13851.0,2.33,6.97,25.52,0.27,60397.82,0
9163.84,1.38,7.65,8.17,0.65,61823.97,0
73424.05,2.0,1.89,36.63,0.08,64174.61,1
11690.99,1.12,6.09,19.06,0.51,25387.71,0
20001.67,1.98,0.84,42.06,0.04,1000.0,0
5813.56,2.14,9.66,20.66,0.53,10455.75,0
7015.7,2.35,2.87,16.2,0.54,47906.16,0
93567.28,2.64,8.88,44.99,0.26,129319.42,1
41699.08,1.53,0.38,27.93,0.73,22646.01,0
779.4,1.61,6.86,21.91,0.21,1000.0,0
29097.63,3.42,8.31,1.89,0.14,41081.81,0
94123.05,1.63,2.68,15.85,0.56,94612.07,1
6014.35,2.1,7.69,6.1,0.2,16889.0,0
48753.55,4.96,6.55,23.48,0.34,67451.65,1
59833.6,3.05,8.42,7.61,0.77,81967.96,1
7330.68,3.34,7.45,33.73,0.61,7715.76,0
93863.85,4.76,5.38,1.41,0.39,140529.89,1
39062.9,4.03,0.85,21.85,0.87,57422.03,0
27238.28,3.72,1.6,7.77,0.33,6637.59,0
61667.46,1.87,8.88,19.49,0.35,61039.04,0
98980.01,2.14,5.78,14.27,0.38,110391.52,1
10924.67,2.78,7.04,41.68,0.63,54014.01,0
65812.02,4.3,8.92,46.57,0.19,47915.32,0
48336.74,2.44,8.71,41.36,0.37,60899.99,0
66115.3,4.78,7.21,0.43,0.8,118527.45,1
82961.01,2.22,4.18,32.49,0.17,87654.7,1
52715.34,4.56,4.2,14.96,0.73,52431.03,0
74699.42,4.32,5.86,40.51,0.98,104724.77,1
98516.39,3.86,7.67,32.67,0.17,109154.56,1
47370.08,3.14,0.42,45.84,0.63,16320.23,0
9590.51,1.62,4.45,39.26,0.68,9428.44,0
63898.05,3.44,9.31,25.99,0.78,88034.16,1
80705.78,1.65,9.91,49.54,0.27,82349.57,1
93022.51,1.24,3.12,7.5,0.46,38712.41,0
72128.61,1.56,4.79,42.2,0.24,18005.43,0
3601.61,3.11,2.07,26.99,0.75,44367.87,0
27510.2,4.25,4.52,5.12,0.48,58325.95,0
502.09,1.9,0.13,22.97,0.05,23455.1,0
91783.39,4.66,5.27,11.68,0.07,80510.17,1
64304.33,1.73,8.45,27.58,0.99,87860.49,1
10177.99,1.54,6.24,32.94,0.33,6833.93,0
38593.04,1.4,3.66,4.02,0.81,47568.58,0
36635.61,3.01,5.63,38.56,0.57,63596.41,1
75169.04,1.38,4.02,34.87,0.59,45382.06,0
33591.52,4.34,9.53,9.75,0.65,93116.01,1
57817.51,1.79,2.83,23.0,0.52,47895.37,0
15793.25,4.83,9.38,29.14,0.73,68973.5,1
82271.16,4.16,3.83,13.45,0.79,61649.05,0
43019.87,4.18,7.71,24.12,0.73,61328.24,0
86111.92,3.0,6.98,33.79,0.37,87589.05,1
30525.41,1.94,4.28,13.02,0.56,30137.88,0
527.29,4.24,8.61,25.36,0.59,33310.7,0
4791.51,3.98,4.31,16.12,0.46,16171.45,0
38943.21,3.22,8.75,49.91,0.16,66040.0,1
67938.25,1.29,3.72,14.55,0.97,69141.03,1
33963.36,4.27,1.22,13.74,0.56,47728.08,0
55710.41,4.69,2.22,27.21,0.4,92818.16,1
33163.57,3.0,5.96,8.71,0.83,60211.72,0
2257.23,1.53,2.01,23.27,0.91,1000.0,0
76070.72,1.22,6.54,2.8,0.1,68942.38,1
86600.53,4.85,8.83,24.08,0.4,104848.34,1
12544.71,3.69,7.51,25.77,0.46,88972.67,1
1303.93,1.04,4.46,5.26,0.02,33711.5,0
37675.99,2.74,8.1,0.59,0.72,58297.42,0
32177.0,3.14,7.48,35.38,0.81,24096.97,0
61230.17,3.23,7.03,46.57,0.9,108455.29,1
88755.61,2.23,4.42,37.78,0.6,47394.32,0
4796.69,2.96,1.8,25.53,0.07,52559.46,0
49940.54,4.2,2.91,0.99,0.2,99088.99,1
3151.43,4.61,6.34,5.44,0.68,23359.97,0
78257.77,4.85,0.29,10.29,0.56,67703.57,1
7877.86,3.86,6.82,2.88,0.02,58503.83,0
29610.37,2.81,0.59,8.06,0.57,46772.87,0
65669.44,1.88,4.43,17.4,0.12,74684.95,1
22889.69,2.82,2.06,10.51,0.95,72470.25,1
98964.81,1.02,0.95,35.4,0.03,66112.54,1
66023.81,1.24,8.29,24.35,0.65,94840.05,1
23015.43,4.26,8.48,10.89,0.99,73931.12,1
38748.04,4.58,5.47,30.76,0.51,83220.68,1
28761.53,1.37,4.16,41.58,0.69,32321.38,0
34685.82,3.93,0.05,49.96,0.16,20160.53,0
69283.21,3.86,3.18,13.13,0.32,83787.53,1
80529.4,3.64,4.57,20.03,0.82,104467.28,1
69257.73,4.24,4.5,19.48,0.72,110922.29,1
95086.02,1.3,4.44,19.72,0.45,92224.61,1
81193.26,3.19,0.42,1.12,0.18,48289.66,0
93587.23,4.59,6.3,1.83,0.87,124110.8,1
8581.32,4.97,1.32,9.43,0.27,60522.8,0
8365.06,2.82,5.14,28.61,0.37,5973.69,0
75044.57,1.39,9.83,36.05,0.86,85985.59,1
59462.1,3.64,9.97,44.58,0.02,90172.12,1
51966.67,3.38,2.75,15.45,0.36,32667.01,0
8951.25,2.83,7.48,16.55,0.95,75441.87,1
88535.18,2.97,6.47,30.95,0.35,88564.38,1
79515.73,1.7,6.52,29.07,0.2,33896.29,0
95932.08,1.35,4.22,39.8,0.57,97121.65,1
72378.4,3.77,5.35,14.03,0.05,87380.29,1
33773.82,1.98,7.08,27.48,0.52,36901.28,0
25527.75,2.2,5.51,23.04,0.25,68992.42,1
22700.77,3.32,7.29,15.92,0.55,43221.53,0
82471.65,1.64,3.35,24.71,0.02,71006.35,1
13191.35,1.23,3.93,12.26,0.8,32316.02,0
98928.31,3.78,5.45,15.94,0.41,96341.08,1
54835.28,4.61,4.51,10.47,0.72,64963.75,1
92613.38,2.61,7.88,49.66,0.29,36247.32,0
17623.5,1.43,1.1,20.55,0.3,24813.98,0
87061.48,1.05,7.23,5.41,0.29,61565.7,0
11114.18,3.12,3.55,10.89,0.75,26873.83,0
876.54,2.2,1.61,44.19,0.87,31938.75,0
92512.92,2.77,8.55,7.8,0.37,127889.76,1
14345.33,3.71,5.25,21.6,0.87,33023.31,0
82925.14,1.06,6.3,3.75,0.49,110864.73,1
96038.52,4.89,7.77,47.54,0.14,113948.21,1
75581.64,3.39,7.75,49.2,0.92,80822.79,1
83802.08,4.82,7.0,49.2,0.24,102528.7,1
65227.18,3.49,1.32,23.57,0.03,75527.13,1
38171.61,3.21,0.99,33.05,0.24,64277.59,1
67860.4,1.64,6.38,32.23,0.01,47253.09,0
8861.69,4.39,7.08,36.36,0.64,49778.22,0
80555.68,2.75,0.16,1.73,0.22,91851.9,1
43784.89,4.92,9.55,2.07,0.37,108265.08,1
36099.39,2.26,5.4,30.68,0.9,38126.44,0
51146.01,1.42,7.62,38.19,0.79,63315.26,1
95167.48,4.96,0.31,11.49,0.42,115124.81,1
19464.49,2.98,7.35,18.02,0.03,51733.08,0
10076.37,1.19,7.63,40.44,0.91,9048.72,0
79228.11,1.72,4.08,7.03,0.68,102395.43,1
513.92,4.59,3.45,18.65,0.64,12261.92,0
76026.82,2.33,8.48,30.64,0.49,85769.05,1
98072.61,1.93,2.24,6.37,0.73,98041.98,1
22103.87,4.27,8.74,3.19,0.53,62864.57,1
47265.53,3.15,0.14,30.71,0.64,56345.27,0
29170.62,1.95,8.29,1.52,0.72,78573.64,1
19556.77,3.89,3.32,19.64,0.86,1000.0,0
94926.51,2.63,2.02,32.75,0.76,128787.17,1
81366.73,2.35,6.09,4.04,0.83,101654.66,1
547.3,4.19,9.37,46.64,0.13,1000.0,0
61754.2,1.27,9.42,1.75,0.06,70819.95,1
93824.44,1.42,9.65,17.72,0.69,80621.36,1
94120.6,4.79,6.53,8.93,0.21,125320.49,1
33852.36,4.82,7.02,6.0,0.99,66175.55,1
32473.39,1.89,5.95,5.0,0.88,56704.47,0
77918.23,1.21,7.31,32.34,0.19,103637.1,1
77423.63,3.81,5.71,16.05,0.31,91896.07,1
55927.62,2.92,2.08,27.56,0.56,80493.28,1
37557.04,3.57,5.56,30.03,0.03,39109.79,0
93707.54,2.58,7.69,2.23,0.99,131454.14,1
69106.49,1.15,8.76,15.6,0.37,87495.29,1
30992.92,1.42,2.38,19.67,0.12,10878.13,0
4779.95,2.84,3.15,22.38,0.77,34252.1,0
15468.11,1.07,6.67,0.43,0.21,24640.37,0
90563.62,3.63,7.99,44.88,0.16,94923.75,1
57030.28,1.5,3.27,48.99,0.67,74156.37,1
67880.05,3.12,2.79,37.02,0.32,93097.46,1
48418.97,1.38,8.09,44.69,0.02,45465.93,0
87770.97,1.68,0.56,19.61,0.61,103084.41,1
76640.17,3.15,7.61,48.27,0.97,52343.16,0
48209.49,2.64,1.49,41.38,0.12,66224.06,1
28043.83,2.29,6.37,12.28,0.79,44219.74,0
49861.94,4.78,3.36,32.4,0.07,57557.6,0
36750.99,4.69,9.5,32.77,0.58,54846.21,0
8485.69,4.82,7.18,29.03,0.83,60787.96,0
67727.4,3.5,1.31,37.23,0.75,79659.45,1
89951.87,1.45,6.27,9.62,0.61,95900.94,1
46322.25,4.32,8.72,18.51,0.6,66633.09,1
95788.95,4.5,0.37,16.27,0.01,109567.76,1
4907.35,1.39,1.38,32.29,0.04,1000.0,0
88630.65,4.46,4.73,22.37,0.86,119249.4,1
43950.54,2.86,5.73,12.71,0.24,28914.19,0
18536.74,1.46,2.27,3.27,0.77,42260.59,0
72779.25,4.53,9.86,17.18,0.27,52988.07,0
52775.12,4.43,2.96,2.15,0.79,82419.51,1
47504.48,3.69,1.12,47.65,0.38,58464.0,0
69708.43,4.41,1.85,17.79,0.35,61667.08,0
10531.12,1.71,3.64,10.86,0.32,31792.68,0
98362.61,2.66,6.24,43.47,0.24,44576.68,0
92766.86,4.81,6.9,1.56,0.61,124721.58,1
52236.67,3.83,7.27,6.25,0.67,85807.9,1
77090.23,3.28,2.88,21.84,0.08,65680.11,1
96063.6,4.22,0.49,21.34,0.44,107620.08,1
74638.47,1.23,6.74,36.5,0.77,109001.71,1
32822.74,1.21,4.32,4.18,0.44,58284.22,0
57221.22,3.1,9.5,24.99,0.26,92367.91,1
20974.0,3.3,7.84,2.71,0.1,51925.4,0
96623.93,3.8,8.55,7.98,0.02,136004.25,1
28453.96,3.25,3.69,15.71,0.76,62792.67,1
17469.94,3.9,1.51,25.49,0.67,33077.23,0
66247.55,4.05,6.51,14.63,0.21,74564.71,1
55412.53,3.29,1.52,41.25,0.42,41791.57,0
70017.2,4.58,7.09,35.59,0.19,97288.55,1
17278.29,2.65,5.18,37.0,0.04,19540.53,0
50577.63,2.38,1.59,23.04,0.8,77311.56,1
51823.35,4.22,9.17,0.23,0.19,93581.54,1
82012.73,4.98,3.08,10.49,0.35,106585.07,1
34169.76,3.98,0.49,32.0,0.69,39872.12,0
11756.1,1.61,2.46,29.61,0.29,1000.0,0
5130.79,1.02,1.43,32.75,0.06,1000.0,0
54699.5,4.35,2.92,10.58,0.9,59893.36,0
43048.65,3.3,4.61,33.06,0.95,72150.6,1
61773.64,1.33,6.1,42.16,0.6,52905.96,0
20995.69,4.56,8.48,47.37,0.61,36399.27,0
50035.52,3.86,7.94,39.42,0.41,112064.75,1
16618.92,4.45,1.56,19.46,0.91,48259.39,0
11863.61,1.13,2.02,14.94,0.7,16119.27,0
81947.94,4.16,7.97,5.29,0.9,87800.12,1
42535.36,4.41,8.84,31.85,0.37,18210.48,0
74547.51,1.17,6.17,43.48,0.58,80131.75,1
47269.29,1.96,6.22,8.54,0.11,75095.39,1
88468.04,3.18,2.13,20.94,0.91,128325.89,1
39881.66,3.02,6.08,43.87,0.45,51754.55,0
20507.76,2.97,4.4,15.96,0.89,3606.62,0
85733.61,4.09,0.45,32.95,0.43,78462.3,1
66095.96,4.94,5.66,22.74,0.9,100256.49,1
94252.92,1.32,5.19,4.41,0.53,108116.66,1
33485.72,2.68,2.23,34.63,0.79,57517.94,0
80617.05,3.14,8.93,12.32,0.53,129258.33,1
