age,income,web_visits,ad_clicks,time_on_site,converted
65,102.71173460154732,10,3,5.627703560942093,1
23,65.64068438418686,8,2,4.890920343990768,1
36,93.01145926465696,8,1,1.7686701496665624,0
47,47.41575700941115,13,4,6.4977516195429414,1
24,59.35905011672573,15,1,2.66916509095007,0
27,60.67049404777175,8,2,3.849881409046036,0
58,15.648178412824585,8,0,4.079710254477293,0
49,36.636443442996,14,6,4.936298203512028,1
51,38.06249841232028,11,1,5.192462589836045,0
45,76.44132156065055,6,3,6.371708867162532,1
32,77.4430621136811,11,2,4.3764087144966926,1
47,66.48072885413066,13,2,2.566441912787414,0
54,76.48205793711412,6,2,7.174140264433853,0
46,56.71701174556452,5,0,4.197942449250266,0
39,84.03863339079086,9,4,4.6301210032857005,1
21,60.17576885264144,13,3,2.9983991267323358,1
37,61.15728094853513,12,7,3.2687331997306517,1
49,54.688147334751775,8,0,7.884875290281668,0
53,73.68900955272855,12,5,2.2498370548957363,1
67,51.57602366774174,11,2,2.5455051737122143,0
21,79.52862754396136,9,3,4.075469506314034,1
44,37.357017185679865,8,4,5.636298621402523,0
34,38.02167490543612,11,1,3.0651325911608556,0
29,73.74853510253008,13,2,1.8437058361359142,1
39,58.22911570833975,12,6,2.5589530847641355,1
34,50.92217167693743,7,2,4.168319861626354,0
27,77.80115464950919,11,2,2.998730526546203,1
18,47.854771718278315,5,1,9.446654769569172,1
39,55.995974913992605,8,4,8.96440235291997,1
43,87.98455900142318,10,2,7.331182270340088,1
35,90.782846916213,11,3,5.752861617953373,1
67,91.44796420540655,5,2,5.756735805270452,0
31,54.357484461321775,7,2,7.64417108509741,1
64,84.6140580996894,10,4,5.2615123324888655,1
46,41.02094344462644,7,4,3.3530220079811084,0
29,41.86194250555878,12,3,9.246427294437629,1
53,15.0,9,4,6.150455699163027,0
52,93.45736403797059,10,4,7.906097745780659,1
69,42.720403018478436,7,3,8.624258187576425,0
29,57.4693484050588,5,1,1.4555246657659437,0
24,41.79351316143432,11,2,3.2720550496821543,0
46,73.9033049666028,8,3,4.593348579856271,0
28,52.487326785653195,8,0,6.001880200539163,0
50,33.90366219134101,10,3,6.833077139366387,0
23,68.83325128372121,14,2,4.87364736745063,1
64,31.32539950379543,10,5,7.585598916645056,1
32,43.251885493690175,10,1,6.2188244628048945,0
49,17.86221770747838,11,0,6.19421129076145,0
68,31.520837756047865,11,1,4.446426713042695,0
28,63.57058339440956,11,2,5.631546308916437,1
40,20.70927923794151,9,2,5.617811229997052,0
43,30.37708550756569,14,2,6.925590192698409,1
51,59.95262167734384,7,5,2.365495328744556,0
63,49.127862078138946,12,4,6.404294245449989,1
51,99.84073271918618,8,3,1.7072217495601536,0
46,96.67793092048751,8,5,3.2933680196357598,1
21,42.641550744976925,11,3,6.215368799719728,1
34,71.14275236806964,4,5,3.3236960922563976,0
52,74.98565113758903,12,3,5.05455649838207,1
30,48.05042283951193,7,4,3.1574739140934325,0
58,30.089169270035924,8,2,6.198557842582174,0
56,59.75403101383885,8,5,5.094772631489105,1
32,56.54308650371778,7,1,4.950513241552238,0
46,51.284710060587614,9,4,7.199430175284636,1
46,68.8463373632897,7,2,5.833673149094732,0
28,44.98540785988803,12,3,5.987466303550142,1
69,36.96004904841714,11,4,7.217764566126265,0
49,62.18165940699664,8,3,7.423511679610391,1
19,67.71940185137751,10,2,3.0997047689372383,1
64,36.46710112199894,14,3,6.473915897754279,0
31,78.56181221982162,7,8,5.866827024248641,1
37,24.59037724447844,7,3,7.623929345657808,0
39,48.43773082568713,9,3,2.426312384100988,0
28,54.83982927604782,14,3,3.6187537635376854,1
44,47.27552574696141,9,5,4.605796892682898,1
20,48.69879052897615,17,2,7.805420389936801,1
34,97.42148964616229,18,4,4.426192904430547,1
61,42.98231821922202,6,2,4.91702771540261,0
45,108.82443444943829,4,4,3.631931448466921,1
46,68.74253559462103,9,4,6.568191480864091,1
38,61.84110274623984,9,2,6.352749756551113,1
64,69.52480706775331,7,4,3.9124682200442873,0
33,110.59855498503904,9,3,2.910240647550361,1
54,40.128139921371044,6,5,6.544307704559218,0
37,37.59164162127222,10,6,6.017569605258854,1
23,44.902676068561576,10,5,3.672631545333741,1
36,60.64286293929122,12,3,6.388490615531136,1
22,25.484577503748532,12,1,6.278731397470571,0
20,60.44678478637216,11,5,7.459963620536916,1
18,93.87094266827344,5,3,6.693707338771305,1
55,63.028147812495554,6,3,4.322205382967026,0
32,54.146290820494464,16,4,3.476280234472223,1
51,47.63679102632745,19,1,9.0304096363286,1
52,77.97023409103129,10,3,3.972274976169024,0
66,43.48334453523905,11,4,1.3310831317813592,0
42,96.92791841198496,6,3,2.5838860798704495,0
41,98.66719495428714,12,2,1.0,0
29,65.13501597323575,14,3,7.442578803524961,1
35,59.7696982384671,22,4,8.642965287441726,1
32,80.61319616483118,8,4,5.499714857073707,1
61,81.8959700445465,7,2,1.7926120444356366,0
33,43.88016537881169,8,2,7.403414808841099,0
44,49.46889733726596,8,2,5.931518853111999,0
25,33.55305130633409,11,2,7.461992120302101,1
63,68.18129876668114,9,4,6.1799965995955946,1
42,73.33255766913781,13,0,2.2304789510960443,0
34,33.001487242774544,12,4,6.3229254369354315,1
46,50.89602190367682,8,3,1.8899993190491142,0
25,33.05492164837302,7,3,3.4564665709137237,0
32,42.02400379512325,17,3,7.066204146913885,1
44,71.02034120452599,8,2,6.967797624625385,1
63,45.330358666434414,11,6,3.1122694638949246,0
67,53.983480879354026,6,3,2.720578720299682,0
69,27.45376544105369,9,2,5.052820867038566,0
24,63.73980419449329,5,4,9.006398094177548,1
20,59.11453360310702,5,4,6.121715037371746,1
46,45.420814999336756,11,3,9.705430310738777,1
61,56.21971404635052,13,4,4.670885736479615,1
41,63.60589761006889,9,4,6.76656729354924,1
20,43.70263702181312,6,5,4.368091391627696,1
37,30.474749119964414,12,3,3.399763729208603,0
63,96.1114886537363,6,4,3.0969158468787574,0
32,47.33454590579455,11,1,5.707048517857172,0
42,58.06479793626222,6,0,7.5895693418248396,0
47,80.21679470040627,13,5,4.3467301130536535,1
31,130.58110375140967,11,1,7.842699681238346,1
24,35.11027100222269,16,4,8.661572959247943,1
34,68.9965442745302,13,2,6.735366002111428,1
61,45.848954294117874,10,6,5.653633623186893,1
37,49.22419390846578,10,3,3.6591413010643468,0
53,45.5957595798642,9,2,7.605659791269005,0
26,37.4869006439883,14,3,2.718245066105207,1
55,59.174172764306775,8,3,6.214539173126729,0
65,30.50994625903529,9,1,2.421830857399048,0
39,78.93615133023741,11,5,2.8851993570103525,1
19,61.10005872066749,9,0,4.877262538711088,0
41,68.4486994580288,18,2,6.407970094045682,1
25,50.67622776107554,12,3,7.0096226886245425,1
28,52.655921315765035,13,2,5.008064220410787,1
30,65.75127810334656,10,2,4.1649276739710235,0
34,36.71898735188349,5,4,3.419824371650103,0
25,52.840191311733285,4,4,6.400037079787047,1
38,42.80772972243092,10,3,6.32286701082301,1
35,42.18862378817971,12,3,5.355025599153004,1
47,17.803235187487168,15,3,5.60332773193425,0
35,86.78653178959999,11,2,8.203268005039734,1
63,46.26922493692462,8,4,7.0332930920756755,0
64,83.26752110327101,10,6,2.1694443883891354,1
48,81.37584642788585,12,3,6.775139665779063,1
55,34.28000586967013,8,0,7.762548769890913,0
49,38.23177528654308,7,0,3.3607926652344746,0
28,111.21005918711367,6,5,6.896620361253311,1
62,95.01851883854286,13,5,11.011488851971205,1
42,59.36962973343792,17,2,5.964761354712385,1
50,65.14746212834699,10,2,4.528595260389263,0
55,47.38307194105623,9,4,4.798429531785194,0
58,68.6470542840068,9,1,5.262353605187404,0
25,45.656361985550575,10,2,1.8456413439995698,0
28,19.352924714032305,9,6,1.7531359110885583,0
39,33.56888426977898,9,2,5.540921027691863,0
68,60.421854957011746,13,4,4.902484519737201,1
41,37.37865528994824,11,5,6.326072008678358,1
58,58.65445070172931,17,1,4.435033698836558,0
34,38.50677921134274,11,2,5.165141100217241,0
29,44.35292154996013,9,5,6.901182444277587,1
63,77.06330612826383,15,4,1.0,0
49,64.94961095280209,6,1,3.1672595133229353,0
32,59.806711573733054,12,3,3.952952515578901,1
33,77.57927946141302,10,7,4.682744999281766,1
39,69.61217186694695,9,5,2.1655293780194174,1
45,88.93126582502735,10,0,3.1828400620282418,0
37,50.8028147536972,7,1,6.398504804542916,0
50,51.407300429449826,4,5,5.929911429490508,0
27,33.977814672173096,11,4,1.0,0
57,51.4203856525516,9,1,4.54956592408353,0
49,79.29539788604892,8,3,4.715485772452116,0
67,85.99974744524268,8,2,3.173800192709569,0
50,79.20610336173335,13,1,4.715956764074282,0
19,24.116162669011274,11,6,5.78525483597631,1
50,81.66290425321469,8,1,6.430069869258478,0
50,23.22962753455859,10,1,5.202463010751345,0
58,77.96234648244695,14,4,6.293703342014223,1
30,52.644309468578896,10,3,5.021827034341773,1
47,74.05066627867711,5,2,1.0,0
50,33.35103304210868,12,2,4.732367948505109,0
30,83.42335265412294,12,5,2.542096011229436,1
69,30.70050507790222,9,5,5.226881686820459,0
43,46.63090178293645,9,3,4.5600016519464095,0
39,40.0381074446193,11,0,4.5411454486136344,0
56,24.91430294355002,5,1,3.324375356117028,0
19,61.89055135176937,10,1,4.202274069535824,0
55,96.12178235673923,6,1,5.613990422535308,0
56,113.33810444640018,12,0,3.173166270451234,0
43,61.94311574172495,12,1,3.7575436829743767,0
63,82.33362550135044,8,3,1.4947942714264055,0
67,64.64189275857075,13,5,5.558268411021371,1
32,69.97766389536426,11,4,2.447737473227045,1
51,53.157026977455224,7,0,5.055687343841636,0
59,63.90153850845204,11,1,6.412678597376155,0
61,70.74957409212857,13,2,7.542583318916446,1
66,48.43080542247337,13,3,4.35704501787018,0
57,58.45011400214024,12,2,6.249438521839867,0
28,58.83139762005023,17,0,4.985205316213411,1
20,76.5280663466105,12,4,1.255192896786462,1
23,38.67935656744639,6,2,2.0273519966753657,0
26,58.96915582784697,13,6,6.694545689299244,1
23,98.24010938105394,12,3,7.315044887361943,1
26,83.28120305171875,11,4,1.0,1
56,86.9835809777741,14,3,5.667458489385115,1
48,60.48863680356068,11,2,5.537966591817286,0
49,66.41995127372046,14,2,3.3949086179036922,0
58,80.0447233340585,11,5,3.415629949423102,1
67,91.20511059061862,10,0,2.8870682351351444,0
29,20.96794174234227,13,1,1.1577688185548198,0
25,33.69117385900309,12,3,2.8921530982941333,0
25,86.18888202805296,8,3,6.392676376139767,1
67,54.46221288462393,6,1,4.298889803333141,0
45,46.56558421483845,13,2,6.46784773956535,1
37,34.91678026008792,9,6,1.0,0
64,48.89966596911781,13,4,5.879244556879914,1
24,31.952614331523502,13,1,6.555059990372211,1
28,101.82188545464953,13,2,1.0,1
37,59.55127896038853,10,3,3.9461702536433707,0
33,58.84098916474565,16,2,5.687849088633309,1
21,71.76153350335663,16,3,7.606092774043107,1
23,79.2469033853314,12,1,2.2420628002138496,0
39,78.91776313109278,11,3,7.774468632691875,1
43,81.47243887815144,7,3,5.877301309802116,1
20,47.383088984182876,12,1,2.99450534926367,0
58,54.04266390086278,11,1,6.985511576833353,0
59,75.38063310884552,6,5,9.605588367838902,1
31,49.4522187672076,8,3,4.329091601195964,0
28,59.897867359455496,10,4,4.163969067991507,1
35,67.97527528849629,3,6,3.0959524905234064,1
29,75.70370164620752,7,2,8.676608146752322,1
40,24.446380752595978,6,4,3.5409651135421556,0
29,74.29491299777891,7,2,3.0622720867679294,0
30,55.325518842965494,9,3,3.7517416682572167,0
42,74.14915421728762,5,6,3.7752911243483487,1
62,75.53863384709658,13,0,3.843228400738993,0
68,92.15830122238316,6,7,3.422300652834776,1
36,87.06907295242407,10,3,3.5680356883376696,1
63,86.93143325220592,11,2,5.286503456966102,0
53,88.87340638332476,12,4,7.699473647245497,1
62,65.82757969631892,8,3,3.0160751332802604,0
25,60.643701740736795,9,3,2.3943847912381,0
46,77.45634166356669,11,2,5.652638593997296,1
49,74.64161902866044,11,4,6.065905846027318,1
68,53.818675265234795,9,2,8.081891706452494,0
61,68.09646817616536,14,2,7.817641637980525,1
35,59.29807066430811,15,4,1.8296477196993544,1
23,42.92134183079888,10,0,1.0047369577738121,0
35,85.809214827527,15,3,6.130908053714309,1
36,61.10398485060178,7,3,6.0771334890208095,1
39,100.97416515397701,11,4,7.963688057931789,1
54,27.49015459600335,7,2,5.785163358931146,0
49,48.86442454313267,11,0,3.874332639124776,0
58,60.652776733817426,17,1,7.078862013180252,1
20,82.74762195257829,14,1,2.9109258159806797,1
45,67.9893874520437,9,2,9.013746414123766,1
27,66.20945508361503,8,2,5.544764234365183,1
68,37.45472414891706,10,2,3.5253400048294687,0
52,36.86117205541058,13,3,3.2269774069407315,0
46,66.4500932057981,7,2,5.39031271190877,0
32,32.71788012363283,10,8,4.840403906637598,1
50,49.362444994213426,10,6,4.72641379468071,1
24,70.01834658171715,9,3,2.3795524575857354,0
29,40.35351455446448,9,3,4.6764343965481645,0
66,92.10711924723613,5,3,6.653495805521139,0
47,84.4787268847578,8,2,3.49031909401153,0
38,28.57160003323399,9,2,5.512453138266827,0
48,41.35257513636026,16,2,7.237785109170217,1
41,15.0,11,5,6.2602104709699224,1
37,44.34817274903733,10,2,2.5799856643354033,0
54,75.32776953144798,7,5,5.642687707462179,1
21,51.722101154502866,14,3,7.9298248705209975,1
45,69.21594487231935,8,5,5.994507526326577,1
61,29.553313634365118,14,1,7.360438569247948,0
37,75.9595050916381,4,3,6.960279411839625,1
41,48.897815441433,9,2,2.723421538081509,0
67,60.2433936456581,8,3,8.560454990280077,0
66,58.142509972138946,5,1,7.507549353655392,0
68,34.56902958215432,10,4,4.433901576892163,0
49,36.93831336520435,9,2,7.5916896841976325,0
58,79.35588938006852,7,3,4.744433475378824,0
53,67.97984315003391,8,1,4.8213570471855585,0
51,81.00098083106853,10,3,3.212306585512171,0
53,66.49316471005037,9,2,2.930429435992739,0
19,62.85981269618433,7,6,5.298557435261988,1
32,25.479787626664667,10,0,4.493439902820393,0
51,54.59266606477661,10,1,2.025638490533743,0
53,59.45231359192512,11,2,5.7003109942727495,0
23,99.06214396545148,10,4,6.021044324904214,1
56,73.73913264197354,15,2,5.598052863356413,1
59,90.72122363419057,10,6,5.580548426134406,1
68,71.95075411789456,11,7,5.815614893258099,1
68,45.77393546101041,10,4,5.333054774452934,0
29,62.342484322997024,11,2,5.698359362136866,1
20,64.72447292528466,6,0,6.011300667000756,0
62,41.216888604586366,8,0,3.829209880597287,0
35,52.31225246814158,6,5,2.4678819225965696,0
57,55.88466012645656,10,4,5.638504191751762,1
38,92.11239665130236,16,2,5.302887115460236,1
32,18.38518949218043,9,4,5.90605975514627,0
50,84.11636841432086,9,3,7.276491266266033,1
52,41.26409530081234,8,5,4.930948865326311,0
43,32.55841625460772,7,3,4.733817745845913,0
25,83.59884260076927,3,3,5.936656906850188,1
53,74.63796138468763,8,3,2.9590140205379596,0
65,85.0903740476238,9,7,5.083703674181504,1
47,76.01403895091153,12,4,4.795466424972121,1
40,101.19690003474804,11,4,6.753022225215954,1
59,71.17447673888971,7,7,4.082934151049821,1
61,56.87045247753683,6,1,5.181812794491321,0
31,66.85852754642686,11,1,4.688800118600965,0
31,84.86938256691927,5,5,1.0,0
19,44.41249349479766,9,4,3.9439684169696436,1
54,46.96222834937238,10,3,4.983094214558625,0
22,53.820799708041854,9,5,3.217079286276958,1
55,17.908344024693356,10,5,4.755460796347928,0
62,62.761568168350934,8,9,7.6777440803271135,1
58,22.277425920979475,10,3,6.926507199990211,0
64,61.061186258652384,14,5,1.2679689495759106,0
31,77.30579512270499,7,5,6.519181543822601,1
56,50.46247078712329,9,3,6.123499937062544,0
42,93.54231740373743,8,5,4.813473133192029,1
37,30.789982011630244,8,1,1.0,0
19,83.82521363263665,12,3,6.565368951775656,1
56,73.50274112813841,12,3,4.1415243982092305,1
23,25.679335033786217,13,6,5.4216840816065925,1
34,114.21588598081065,12,3,3.064303114186835,1
42,58.725094289920676,12,3,3.5154853446919905,0
45,42.450319556887365,11,4,6.872449585782366,1
19,31.85825610431966,9,5,8.245364232561906,1
52,55.59963944680652,11,2,4.145972858378305,0
54,57.45186255220081,9,1,8.025714050394537,0
22,62.05291057079329,9,1,4.142219493972968,0
18,54.044076875520794,10,2,4.1181926297930636,1
57,72.66450620230187,10,1,2.164364238804454,0
29,52.24740334673507,10,0,5.994643976254023,0
53,21.30071765519058,16,3,4.6091954831830355,0
62,57.012770087007176,18,1,4.721953104725995,0
40,15.0,10,2,4.240781861923669,0
64,67.0754126178278,10,1,3.0165441126573835,0
48,40.413995394347296,14,3,6.251307905748941,1
28,63.26720709831601,10,0,4.877304735748085,0
27,86.28149963049208,8,2,6.616014240801403,1
20,41.02502609464,6,0,3.1116950535092562,0
31,81.22512517024236,12,5,5.4781347939767695,1
33,51.332208666276934,11,3,9.274121749358756,1
27,95.06389604131171,9,1,3.5775317452152144,1
46,52.69694773603573,12,3,4.030847634231249,0
27,43.19014028986617,7,4,4.007293966657206,0
29,73.74476900790577,7,5,2.914879651510613,1
47,51.28420540752728,8,1,8.315297914309651,0
58,43.171009717419835,7,4,1.0,0
18,50.443202985924174,8,2,2.554672502576895,0
22,59.107869356339975,10,7,5.936097956155036,1
37,86.84360262489707,12,3,3.539472120080994,1
25,21.31824509080846,12,6,4.9390331326782855,1
60,60.46161317900842,11,3,4.942420199854768,0
29,72.49807189308086,12,4,5.99412197944877,1
18,63.86897149983592,8,1,5.1637582763866545,0
37,86.19730338867069,9,0,4.222584668934894,0
45,58.51309340482951,9,7,5.258856443475231,1
60,56.308971156281096,7,4,4.643034709970506,0
54,71.84659094026686,12,1,8.388985748625348,1
64,61.98627629902699,12,2,3.8487357031910343,0
54,52.19182523439058,11,2,6.110743005351097,0
29,70.3228807917276,10,3,6.827169018843134,1
54,46.9494341356671,9,3,2.3570655668379796,0
66,47.776456959613455,11,3,2.7743372596259968,0
66,49.44011956468773,10,0,8.86150388269324,0
61,87.06138320332815,8,1,3.6459017905277014,0
45,15.0,10,1,5.02430709543308,0
64,67.91197669525884,12,3,4.652360987235982,0
32,60.685436284004446,9,3,4.923528561652535,1
23,26.38259081523759,12,2,4.255424748924238,0
61,66.19453558272005,11,1,5.242120944263634,0
37,69.51503983663063,8,3,3.3744103658347395,0
67,71.792784627148,14,3,4.552411595328933,1
31,15.0,14,1,1.0575875332957416,0
19,87.32778823708877,10,1,4.767298762928937,1
26,45.24526590630318,8,1,5.669718030022173,0
54,73.73135493506352,13,4,6.918550519762394,1
37,74.82147561364572,10,6,7.295247425546995,1
43,42.466058287614146,5,0,4.245410263513009,0
46,73.209199047031,11,2,6.6812072426387665,1
18,52.29013518175284,7,3,2.697748665916858,0
52,18.572456413236857,5,3,3.965296578137499,0
23,83.35483851055558,11,4,8.241650640373354,1
54,44.4991007396752,12,4,5.364838706284564,1
22,42.91013074523892,6,0,5.465788148083326,0
50,51.93868263926556,13,4,4.643233936146,1
66,65.44473450654776,7,5,8.737538781815893,1
68,58.85459178355796,12,2,6.06166424733645,0
31,70.9613384941434,6,7,7.969974419526094,1
29,33.210212669426824,6,5,3.8165256050928216,0
59,45.152272591385305,11,1,3.055523229944109,0
37,57.68005855356933,5,3,3.469602871769549,0
67,97.95774585317412,5,5,6.258119857154257,1
41,57.72374923172484,10,2,8.294834527360013,1
60,81.70444527323264,11,4,6.499892152662111,1
51,60.77110337568635,6,3,6.75453119669498,0
42,50.32682725124863,12,0,5.345768823473164,0
67,55.06551151771119,12,6,2.453844280729326,0
46,56.63160575942238,8,6,9.046554782510167,1
56,72.07291477921477,10,5,6.328661071848397,1
48,87.49222535153109,10,4,6.0467746369168545,1
64,67.19361695372642,8,4,6.747582943394374,1
60,83.74155357483511,8,1,1.572132657730374,0
67,40.70420524740629,6,7,3.9977535035101637,0
40,51.70738982371939,5,1,6.243841769195985,0
61,45.513949315846666,9,3,4.710205102156868,0
55,66.28889181749705,7,5,4.846946275922388,1
37,52.82083229641172,7,2,7.5628576632968265,0
40,74.59545874068391,10,4,5.234551075319414,1
62,41.379965767351166,11,3,9.756163888814633,1
69,60.86061946642563,5,5,4.918407258697518,0
33,73.73715822024512,9,4,6.6098745612527186,1
67,18.693944499187793,9,3,5.968078667271809,0
59,102.43262614660406,7,4,3.851439826392661,1
25,54.33696230240248,9,3,2.9379129873359804,0
67,19.499201726476542,7,1,5.0741759794492145,0
38,63.16187797153572,14,4,8.841004122264255,1
18,60.66886935946302,15,1,4.212762456647706,1
25,58.36211240855014,4,3,6.037790114866304,0
46,79.82382225853333,10,0,4.485701274728131,0
49,74.94889942854113,11,5,5.443120643373998,1
55,65.95752382047691,12,1,7.284024616498282,0
22,69.00311267893295,8,5,5.229949269861045,1
64,57.91283101123827,12,1,3.769320343772253,0
39,95.50981698480096,10,2,8.212087127660835,1
64,30.416079632844667,15,9,3.7901710721185684,1
51,62.79303348431793,3,4,6.353462454025073,0
18,61.300492623775604,5,5,2.0186818748253583,1
43,76.26560812129186,10,0,7.569437382012507,0
60,43.12292245150201,7,4,10.209309813431071,1
27,25.12654795206928,8,2,4.945959125971709,0
47,63.13646032196387,15,3,2.947857106762469,1
67,65.62460984437209,12,2,6.535001112816119,0
35,89.79198818895298,15,3,5.1816999069916125,1
34,34.59275907349827,4,2,9.282946143191015,0
43,83.0938753343344,11,3,3.8015766864696205,1
25,107.34828728054242,8,2,2.326094989595153,1
64,52.44470224955046,9,1,5.607559666695731,0
57,34.18115561013552,5,6,6.166646481778676,0
66,51.86051267253258,10,2,3.462048021821471,0
29,60.280099347427615,13,5,6.9209812793581795,1
44,71.2757575001383,7,3,5.111873004073195,0
25,48.17210540323905,10,3,4.458354980356946,1
42,91.10397068294684,4,4,6.0894473038602275,1
63,37.709353699838765,8,3,4.4247962634708955,0
21,25.215896956544,10,4,3.529989312598378,0
50,82.13420848574634,10,1,1.772230795676435,0
18,15.0,17,3,3.7655423804810875,1
36,55.917404622545675,16,4,9.98919563013435,1
48,122.35362258416095,10,5,5.071843951414523,1
33,59.75912894080137,4,3,2.9657563307659376,0
31,37.58464698607501,12,2,7.533643515874888,1
65,58.852050724264124,11,3,4.906023700199031,0
22,58.98398422760933,9,2,5.584046071868603,1
58,63.212998807062334,14,5,5.548654853232729,1
43,73.2452596431924,7,6,7.970614034947756,1
45,39.21777663264521,17,6,2.3426517171238648,1
19,93.75096110473586,13,4,7.918740499052798,1
67,64.90228568745236,8,2,6.4903713669210426,0
23,74.53588092803608,12,1,5.1546182124945235,1
26,47.43701200488715,11,4,3.2921282439991812,1
50,85.72764273991066,14,1,4.50629676910061,1
58,54.85895182373871,11,2,5.084717133394585,0
42,65.55105026987063,9,4,8.617580072077839,1
65,41.33787845625781,10,2,7.870082081506331,0
30,40.06136747195747,11,1,4.224584802885083,0
26,73.76410612905765,11,5,9.018724665590947,1
30,51.12786339585228,15,4,6.901889402194544,1
48,42.923538249912454,11,4,5.942661134202127,1
58,47.13633315945939,8,2,4.437516087227028,0
28,73.97906143434842,10,2,3.8455062240032234,1
21,47.419242775927785,8,1,6.085263406012039,0
51,57.646901367956715,10,1,5.76755024047441,0
55,60.30055500574194,15,3,4.218887266920843,1
63,21.653022279794023,8,1,7.2279554093091996,0
21,30.57747189252964,11,4,5.326853449415445,1
55,66.72555778495125,5,5,5.836061159410669,1
36,45.25941277694606,9,0,7.145514666809816,0
23,81.13449822560837,6,3,6.653194986901401,1
51,79.33614208501089,6,4,1.7605050192614122,0
35,74.38337332710874,10,2,6.523887753120215,1
30,96.39543574625195,12,5,5.055973417636048,1
58,58.33821344513634,9,5,4.105760031373912,0
40,72.97763851807679,9,1,5.10423596052682,0
36,48.311980468079376,12,3,4.387694430408133,1
62,109.04739825737448,17,3,5.253520369533809,1
28,99.67267304872038,8,2,4.9584700574995795,1
18,60.23760869035584,3,6,6.37531526400141,1
41,67.73172459810384,10,0,1.9362996140224955,0
24,87.18595198729611,14,2,5.367584167267977,1
42,57.05720990371786,13,6,4.942737367799197,1
38,46.86751858400591,9,0,9.503151514996393,0
32,77.47979502013766,12,2,1.0856431371330735,0
18,61.568784921673405,9,3,6.844095080785467,1
29,63.65988899290521,7,5,5.866741931554101,1
24,43.31457313864069,12,0,6.532652518535058,0
32,25.646557032732076,10,0,4.105377789219707,0
38,64.72284819758202,11,4,5.638721433841425,1
36,78.099240829884,10,1,5.2908470967694115,0
46,55.483865018479165,10,6,12.072096148987123,1
42,88.72859039117733,12,4,4.3814714379801964,1
50,45.921673491689106,9,2,3.4298564701021093,0
66,38.905910900681604,7,1,9.002114537188072,0
49,58.655393856077374,4,2,5.687787947207298,0
66,58.34814849297419,11,5,6.02798719492047,1
52,75.39937462670446,8,2,7.253888204599923,1
61,44.500743518720306,8,1,5.153543101719705,0
55,87.36188473629795,10,3,4.161769246161864,1
43,99.33833925016506,13,4,5.264896637590278,1
28,59.217119460633164,13,0,3.318317071822163,0
52,84.99420840368637,6,6,2.0951674728748904,1
25,38.870058587494796,16,5,3.313995529209489,1
63,81.50443082363832,11,3,1.0,0
31,80.94552817118925,6,5,4.2712983217042,1
27,77.26874560379757,6,2,4.000191734481335,0
19,59.68873822259412,5,5,6.207305511812114,1
63,15.0,9,0,5.258207209316946,0
26,47.16545712695741,7,3,4.721631589468146,0
20,47.48167964630796,8,3,7.355146350784574,1
38,40.43490123879045,10,3,4.165725710687893,0
43,62.444860090941326,8,3,2.7803958721847613,0
25,51.62073108957531,12,4,1.0,0
65,43.50775980469956,11,2,5.049435908383761,0
19,38.823997035043604,6,7,4.893936522224557,1
23,45.689740290295425,8,2,7.538162258949072,1
45,82.42998423699856,9,2,3.2648133014210705,0
46,46.77949890745012,8,3,6.500079498621543,0
43,49.70122587133455,7,8,1.0,1
42,50.86604769953507,10,1,2.4016804308771817,0
29,66.77987027618839,10,1,5.767091528792913,1
22,69.12498977057065,8,5,6.37867413247157,1
51,15.0,13,3,1.6811862327709566,0
65,80.43270427655216,7,1,3.410790599090608,0
54,88.72736068487508,13,3,5.0901485227371435,1
32,38.99626925276661,8,4,4.809729746660616,0
61,40.554035105303306,11,3,6.095098239784784,0
53,50.99493224443457,15,4,6.826806795917566,1
32,44.8799196108679,12,5,2.443483556609336,1
60,64.47853747893213,10,2,5.88794650379336,0
65,21.069494272822716,13,4,3.560763523326682,0
40,37.641447839265204,11,7,5.671104568842137,1
23,90.78394400349815,6,5,4.066444359608698,1
63,41.43560065303964,5,2,7.153462168976947,0
67,84.8685655620585,4,2,6.173555565967768,0
61,67.10676391180274,9,4,3.0222909403409206,0
60,23.814645708234835,11,5,1.6427124277921954,0
62,72.70658390432412,3,2,7.378828943896992,0
38,57.646653956142934,4,3,3.5880745869521227,0
40,50.89065887500519,10,3,3.796401212337057,0
60,64.89914186344008,9,4,6.484004911891699,1
33,69.49266971133585,9,1,2.9534775717366415,0
64,74.1518364394924,7,3,5.3982631832658425,0
32,83.56505695096004,12,2,5.036902849123678,1
42,68.16271825556713,7,3,4.836785457394456,0
53,32.48731822427276,10,6,7.390646423069848,1
28,50.52709084697618,5,4,5.932132723547016,1
68,118.86096670537242,8,5,6.958170564789,1
32,74.48982120763455,10,4,4.500403473833906,1
21,107.38574601622994,9,4,3.551837063349102,1
38,87.9086816439837,12,5,7.0777744064948855,1
30,64.83604143111498,11,6,3.858719134242543,1
39,66.02814139562236,11,2,5.247250548804655,1
36,59.26839920246309,9,4,5.84706693726463,1
51,25.243907683070013,12,3,3.4607564948597336,0
31,60.36094504936449,9,2,3.4670376414773987,0
21,84.21349105084394,11,3,4.45680680321065,1
65,48.007200103575926,11,1,6.488076030038052,0
69,68.2390599812362,7,2,5.692161969876624,0
63,77.03182091786394,9,4,2.2933327794546403,0
44,41.80639121375049,11,5,8.905557699098962,1
46,50.9739427131267,10,5,5.760049740367952,1
64,39.64177019045682,4,1,4.152678248152041,0
